review_id,text,entities
293,"san tung is my go to place for chicken wings! i went yesterday on a friday night for dinner and the wait was surprisingly short. at around pm, there were only people in front of me on the list. this translated to only a minute wait. oftentimes when i would pass by the restaurant, i would notice a crowd so large that it would have had to be at least an hour wait. i've been coming here for the last years with my family before san tung became very well known to the bay area community. still to this day, i order the same things chicken wings, string beans, shrimp and leek dumplings , deluxe noodle. although everything about my meal was delicious, i noticed compared to before, portions are smaller and everything is a lot sweeter especially the string beans and chicken wings. the string beans and the chicken wings used to actually have a mild spiciness level, but you do not get that anymore.","[(31, 44, 'FOOD'), (530, 543, 'FOOD'), (545, 557, 'FOOD'), (559, 584, 'FOOD'), (587, 600, 'FOOD'), (749, 761, 'FOOD'), (766, 779, 'FOOD'), (785, 797, 'FOOD'), (806, 819, 'FOOD')]"
1781,"ok you all, this chowder lives up to the hype. i was recently in seattle for a week and came here twice. and i'm lactose intolerant. the chowder is that good. definitely give the sampler platter a shot so you can try a bunch of chowders - my husband and i shared the scallop chowder far and away my fave, and i do not even like dill, the smoked salmon chowder, seafood bisque, and the market chowder. the accompanying sourdough bread was fresh, warm, and crusty. we also split a dungeness crab roll connecticut style for being on the pricy side, i was a bit underwhelmed could be that i'm a born and bred marylander and am loyal to my blue crabs , or that i wanted this to be more like a lobster roll .","[(17, 24, 'FOOD'), (137, 144, 'FOOD'), (267, 282, 'FOOD'), (275, 282, 'FOOD'), (338, 359, 'FOOD'), (352, 359, 'FOOD'), (361, 375, 'FOOD'), (392, 399, 'FOOD'), (418, 433, 'FOOD'), (479, 498, 'FOOD'), (688, 700, 'FOOD')]"
2629,very disappointing.the house delmonico was the fattiest steak i've ever been served in a high end steak house. service was outstanding though as should be expected at these prices. risotto was well prepared shrimp was excellent. all in all a good bucket list check off but will not be back,"[(56, 61, 'FOOD'), (98, 103, 'FOOD'), (181, 188, 'FOOD'), (207, 213, 'FOOD')]"
,"my girlfriend and i came here right at opening pm and sat at the bar since we did not have a reservation. we ordered the pig face and lamb ribs, which were both good, but that was where the good things about this restaurant ended. this was the absolute worst restaurant experience either of us have ever had, the bartenders were beyond rude and condescending. as soon as we told the bartender we would not be ordering any drinks, she glared at us and proceeded to ignore us the rest of the time we were there while being extremely friendly to the people next to us who were spending hundreds. someone needs to teach the servers that they need to treat everyone with respect, not just the rich customers. would never come back or recommend to anyone.","[(121, 129, 'FOOD'), (134, 143, 'FOOD')]"
,"we ate there last night. this is the first time i've ever written a yelp review. i just had to say something about our dining experience at the metropolitan grill. firstly the staff were efficient, friendly and informed. no issues there. what i do take issue with is the lack of quality of their food. we ordered filets, pepper steak and a large lobster tail. all top priced items. we also had calamari , asparagus and what was supposed to be roasted cauliflower. none of it measured up. steaks cooked incorrectly, limp asparagus and chewy dry calamari . i do mean chewy. this is a popular seattle establishment. one that is been here for a long time. over the past years, i've probably gone to - business dinners there. i think that may be the point. business dinners paid for with generous expense accounts do not get the scrutiny. however special occasion dinners paid for by an individual, albeit a retired ceo, bear a closer look. ok i get it. i should let it go. i can afford it, right well i suppose you are right. i can. but damn sam i hate to be top dollar and get handed sub par fare. i will not be going back. i will just remember the good old days when an steak meant something.","[(313, 319, 'FOOD'), (321, 333, 'FOOD'), (340, 358, 'FOOD'), (394, 402, 'FOOD'), (405, 414, 'FOOD'), (443, 462, 'FOOD'), (488, 494, 'FOOD'), (520, 529, 'FOOD'), (544, 552, 'FOOD')]"
,"three michelin stars. in the world world's best, . we made our reservation months in advance for the gallery. after spending a small fortune ahead of time, we were more than intrigued to see if alinea would live up to the hype andor compare to other michelin restaurants of this caliber. pros newly renovated interior, still intimate yet simple. elements of surpriseshow. staff brad, miguel, everyone was amazing. attentive to allergies. experiencing the alinea kitchen very smart idea. drink pairings not mandatory for the whole table if one person opts for it. the iconic taffy helium balloon and grand finale dessert were everything we had anticipated, and more. seriously mindblown. the number of desserts in the tasting menuperfect for me as it is my favorite course. thai inspired dish outstanding. my one point of contention we had the pm seating. i personally felt as though the pace of the courses went very fast. by the end of the more savory courses, i felt overwhelmed as the food was quite decadent ie. black truffle mousse, caviar, lobster, more black truffle sandwich, wagyu beef, bone marrow, mushroom. i am surprised to read that anyone would leave alinea hungry because this to me seems impossible. the staff, however, were very gracious and we stayed for as long as we wanted.","[(575, 594, 'FOOD'), (612, 619, 'FOOD'), (701, 709, 'FOOD'), (1016, 1036, 'FOOD'), (1038, 1044, 'FOOD'), (1046, 1053, 'FOOD'), (1060, 1082, 'FOOD'), (1084, 1094, 'FOOD'), (1096, 1107, 'FOOD'), (1109, 1117, 'FOOD')]"
,decided to stop by here for a super early dinner on saturday right after they opened. it was a good idea to come early since we were able to grab seats at the bar non bar seatings are reservation only!. the place was also packed when we were leaving. the service here was amazing throughout the meal. the interior of the place was super classy and bright. goat carpaccio super well made dish. i love how there were salmon roe on top of the carpaccio that gave it a nice savory touch with the fish oil. great appetizer to start. braised beef tongue extremely tender meat and i only wish there was more! the flavor also the salsa verde went really well with the greens and meat. calamari bruschetta the grilled calamari was so fresh and delicious. the bruschetta was a bit too heavy for my taste and one of the bread was kind of stale. overall a great meal. apparently you can do half orders for some dishes? but i would definitely double check.,"[(356, 370, 'FOOD'), (415, 425, 'FOOD'), (440, 449, 'FOOD'), (492, 500, 'FOOD'), (528, 547, 'FOOD'), (565, 569, 'FOOD'), (622, 633, 'FOOD'), (660, 666, 'FOOD'), (671, 675, 'FOOD'), (677, 696, 'FOOD'), (701, 717, 'FOOD'), (750, 760, 'FOOD'), (809, 814, 'FOOD')]"
2198,"mad dog has a good location in the financial district among the cobblestone street. the appetizer i had was the chicken chimichangas which tasted great. unfortunately they only served and it was small. entree i had was the chicken tacos which tasted really well. they served four but they are small. the restaurant has a nice environment to talk to friends not too loud, screens for looking at sports highlights. the server was friendly and food did not take long to arrive.","[(112, 132, 'FOOD'), (223, 236, 'FOOD')]"
299,"i'm more of a buffalo wild wings kinda gal, but i have to admit that the original dry fried chicken wings from here have me feelin' some type of way. these wings are the numero uno reason to visit. if you are visiting to try other menu items from here, then get the f ck out. just kiddingother somewhat noteworthy things to order include the shrimp and leek dumplings and the dried sauteed green beans. no frills good food. anyway, back to the wings. they come out piping hot, savory n' sweet, and crispy. get ready for some major finger lickin' action. yum.","[(14, 32, 'FOOD'), (82, 105, 'FOOD'), (156, 161, 'FOOD'), (342, 367, 'FOOD'), (376, 401, 'FOOD'), (444, 449, 'FOOD')]"
2829,"i was so excited to try luke's lobster. i've heard only great things lobster is fresh, great selection, cool environment.when i walked in, i scanned the menu written on a black board on the wall . seemed like a good varietyrolls, grilled cheese, yum. after ordering, my food was ready in less than a minute i ordered the lobster roll combocomes with chips or slaw and a drink . the roll looked pretty good. the bread was nice and toasted, lobster was cold and had some type of seasoning sprinkled on top.first bite was okay lobster was a little bland. when i started to go in for my second bite, i noticed there were some weird milkycolored chunks of something.at first i thought it was a vegetable but after taking a bite of one it had a consistence like a super overcooked vegetable. i shrugged it off and picked those pieces out of the roll. next two bites had big pieces of lobster she will.not so fun to have to pick those out of my mouth. another bite had sand! totally turned me off and i could not continue eating the roll. i was so bummed because i heard such great things, and saw great reviews here on yelp.the slaw was okay.had a nice vinegary flavor. they have a great selection of sodai tried the blueberry honey lemonade, which i really enjoyed.i am not the type to be super picky about casual food, but the sand, she will, and mysterious milky white chunks were just not acceptable.overall i would not recommend this location, but am going to try another luke's lobster.","[(31, 38, 'FOOD'), (69, 76, 'FOOD'), (223, 228, 'FOOD'), (230, 244, 'FOOD'), (321, 328, 'FOOD'), (321, 339, 'FOOD'), (350, 355, 'FOOD'), (359, 363, 'FOOD'), (382, 386, 'FOOD'), (439, 446, 'FOOD'), (524, 531, 'FOOD'), (839, 843, 'FOOD'), (878, 885, 'FOOD'), (1026, 1030, 'FOOD'), (1122, 1126, 'FOOD'), (1195, 1199, 'FOOD'), (1211, 1235, 'FOOD'), (1478, 1485, 'FOOD')]"
,"after a night of wedding celebrating in the middle of nowhere beautiful lake and woods, much wilderness hubs and i grabbed lunch here before heading home to ca, we did not make a reservation so after ~mins wait we seated ourselves at the bar. the bartender was very friendly and took our order right away. we got scramble of the day with country potatoes and biscuit and chicken fried steak with mushroom, gravy, eggs and biscuit. both was really really good. the biscuitwhich came with whipped butter tasted homemade and not overly saltygreasy. my hubby's chicken fried steak was super delicious, the mushroom flavor was on point. my scramble was perfectly done, i only wish there were a little bit more, even though i felt stuffed after finishing everything. my side of country potato was very heavily spiced with some heat not my fave, but it complimented the light, fluffy scramble. at we were a bit comprehensive since we have been to a few of those places. how should i put it, hipster fusion-holier than thou-super organic-bougie.they are making 'farm to table' sound like a fad. where they serve over priced food that taste mediocre. local somehow got it right. it is too bad we live so far away otherwise this would be an awesome brunch, or lunch, or dinner spot.","[(313, 321, 'FOOD'), (338, 352, 'FOOD'), (359, 366, 'FOOD'), (371, 404, 'FOOD'), (406, 411, 'FOOD'), (413, 417, 'FOOD'), (422, 429, 'FOOD'), (464, 471, 'FOOD'), (487, 501, 'FOOD'), (557, 576, 'FOOD'), (571, 576, 'FOOD'), (602, 610, 'FOOD'), (635, 643, 'FOOD'), (772, 786, 'FOOD'), (877, 885, 'FOOD')]"
,"i really want to give this place a stars, but my experience was not the best. went to chicago for a long weekend trip, and decided to come here to celebrate end of exams. we reserved weeks before and paid in advance online. we were presented with a course meal, some of my favourites included the lobster, black truffle , duck, and milk chocolate. the lobster dish included curry, earl grey, and grapefruit. the duck dish was presented ways including foie gras. the black truffle was presented like a dumpling, and as you bite into it the richness of the truffle and parmesan cheese ooozes out. the milk chocolate finale was a piece of artwork made in front of us, consisting of a centerpiece of chocolate, with splashes of violet puree, hazelnut, and cream on the side. i was not a big fan of the lily bulb, and rhubarb. the lily bulb was way to sour for my taste, i believe it was included as a palette cleanser but nevertheless, i did not enjoy it. the rhubarb consisted of celery root, celery branch, and licorice, and was a miss. overall, the presentation, creativity, and attention to detail in all of the dishes are spectacular. definitely a on that end. however, the taste of the plates were a hit or miss. in my opinion, there is definitely a greater emphasis on the presentation of the food versus the actual taste. the waiterswaitresses that we encountered seemed a bit pretentious. i felt like we were constantly being pushed to finish our dishes so they can serve the next dish, and this definitely detracted from the overall dining experience. only thing i liked was when we left the restaurant, the doorman called us a cab. i would give the overall service a .. overall verdict superb presentation of the dishes, subpar service. would not recommend. i am sure there are comparable restaurants in the chicago dining scene with better service.","[(297, 304, 'FOOD'), (306, 319, 'FOOD'), (322, 326, 'FOOD'), (332, 346, 'FOOD'), (352, 359, 'FOOD'), (374, 379, 'FOOD'), (381, 390, 'FOOD'), (396, 406, 'FOOD'), (412, 416, 'FOOD'), (451, 460, 'FOOD'), (466, 479, 'FOOD'), (501, 509, 'FOOD'), (555, 562, 'FOOD'), (567, 582, 'FOOD'), (599, 613, 'FOOD'), (696, 705, 'FOOD'), (724, 736, 'FOOD'), (738, 746, 'FOOD'), (752, 757, 'FOOD'), (798, 807, 'FOOD'), (813, 820, 'FOOD'), (826, 835, 'FOOD'), (956, 963, 'FOOD'), (977, 988, 'FOOD'), (990, 1003, 'FOOD'), (1009, 1017, 'FOOD')]"
,the homemade corned beef hash was unappetizing and gave me a really bad case of food poisoning. hours later and i am still trying to recover from it. my boyfriend got the classic eggs benedict and it was nothing special. i would stick with the sweet breakfast options as the berry pancakes were tasty.,"[(4, 29, 'FOOD'), (171, 192, 'FOOD'), (275, 289, 'FOOD')]"
,"ya got to go to katz's and get a pastrami sandwich when in manhattan.our cutter was awesome we asked for a lean cut and there was virtually no fat left perfect! matzo ball soup was good, although not hot enough.everyone was nice.yum","[(33, 50, 'FOOD'), (161, 176, 'FOOD')]"
,"finally got to try this famous ramen place. we arrived around on a weekday and waited about min.we ordered the char siu pork bun and mega pork ramen. the pork bun was unimpressive to me but the char siu was flavorful and tender. the mayo in the bun was a nice touch.the ramen was delicious and the egg was perfect. the wavy noodles were cooked just right. i did not like how much garlic there was though. there was garlic puree and fried garlic bits. it was too much for me but some people may love that.about halfway through my bowl, the ramen started tasting very heavy and salty. the soup felt almost too thick to drink. the cabbage helped a bit.cash only.","[(31, 36, 'FOOD'), (111, 128, 'FOOD'), (133, 148, 'FOOD'), (143, 148, 'FOOD'), (154, 162, 'FOOD'), (194, 202, 'FOOD'), (270, 275, 'FOOD'), (324, 331, 'FOOD'), (415, 427, 'FOOD'), (432, 449, 'FOOD'), (539, 544, 'FOOD'), (628, 635, 'FOOD')]"
2723,"a must for tourist. get in line, get your ticket, get your pastrami sandwich and enjoy. the place is percent tourist trap but it super fun and tasty food. the sandwich is tasty and the pickles are divine. do not loose that ticket, or it costs to get out the door with out it!","[(59, 76, 'FOOD'), (159, 167, 'FOOD'), (185, 192, 'FOOD')]"
,"having been to toulouse petit for brunch, lunch and late night happy hour, i feel that it is high time to share a review. the excellent reviews brought me here for brunch for the first time years ago, and the consistently delicious food and extensive happy hour offerings keep me coming back even with half-hour waits during prime weekend brunch hours and jam-packed happy hours. this place is nearly always poppin' highlights - duck confit hash and cured pork cheeks confit hash as a lover of breakfast hashes, duck, and anything with the word confit in it, i had to try both of these dishes. they seem to be the exact same - both featuring an innovative combination of cubed potato, parsnip and apple - except for the meats. the pork cheeks are extra tender, but both dishes are solid. - creme caramel french toast soft, fluffy, moist, decadent with caramel sauce and fresh strawberries. my friends the french toast aficionados love this dish. only tilth's golden raisin-sprinkled french toast squares could rival toulouse's, but it is a draw as to whose is better. other dishes - toulouse beignets yummy small triangles of fried donut with plenty of powdered sugar and coffee dipping sauce. i still like cafe du monde's piping-hot beignets best, but these are a pretty good stand-in, especially if you like coffee. - fried chicken gumbo excited to order as i love fried chicken, ok, not amazing. - shrimp and grits my friend enjoyed the sauciness of the shrimp and creaminess of the grits. - yellow beets and haricots vert ok. - buttermilk fried chicken bites pretty good. - beef sliders pretty good. - fried green tomatoes pretty good. this restaurant, with its southern decor, wide assortment of great food, mix of booth and bar seating, and breakfastregularlate night happy hours, knows how to run a thriving business.","[(429, 445, 'FOOD'), (450, 467, 'FOOD'), (456, 460, 'FOOD'), (671, 683, 'FOOD'), (685, 692, 'FOOD'), (697, 702, 'FOOD'), (720, 725, 'FOOD'), (731, 735, 'FOOD'), (790, 816, 'FOOD'), (852, 865, 'FOOD'), (870, 888, 'FOOD'), (876, 888, 'FOOD'), (905, 917, 'FOOD'), (959, 995, 'FOOD'), (983, 995, 'FOOD'), (1126, 1137, 'FOOD'), (1172, 1178, 'FOOD'), (1310, 1316, 'FOOD'), (1320, 1333, 'FOOD'), (1367, 1380, 'FOOD'), (1401, 1407, 'FOOD'), (1457, 1463, 'FOOD'), (1495, 1507, 'FOOD'), (1502, 1507, 'FOOD'), (1532, 1556, 'FOOD'), (1543, 1556, 'FOOD'), (1578, 1590, 'FOOD'), (1606, 1626, 'FOOD')]"
,"k+ reviews what more needs to be said nothing no time to read k+ reviews here are the cliff notes best damn asian style chicken wings pretty damn good jangpong spicy seafood & noodle soup chajangmein black bean sauce noodle shrimp and leeks dumplings parking for this area is as bad an anywhere in sf the avg wait is minutes even for take out some insider stuff from a guy who has been a san tung regular for over a decade to reduce wait, go right before closing the next door sister store shorter wait has same wings and dumplings always write your name right away on the list if you have a name that is hard for an english nd language person make something up like lee or micky mouse , otherwise you may not actually ever hear your name called. when it is close to your spot, watch that board closely.i've seen folks lean up against the dryerase board and names disappear","[(120, 133, 'FOOD'), (160, 173, 'FOOD'), (176, 187, 'FOOD'), (200, 223, 'FOOD'), (224, 250, 'FOOD'), (241, 250, 'FOOD'), (512, 517, 'FOOD'), (522, 531, 'FOOD')]"
2830,"i've never had a lobster roll. it was disappointing. it was cold, bland, teeny portions and gave my entire family the runs. i have nothing else to really say about this place. it was a nice space but the food lacked flavor.","[(17, 29, 'FOOD')]"
2795,great lobster rolls and lobster bisque! the flavor of the lobster is scrumptious and paired with a buttery not too thick roll makes eating this roll an amazing experience! will definitely visit this place again when in the financial district!,"[(6, 19, 'FOOD'), (25, 38, 'FOOD'), (58, 65, 'FOOD')]"
2859,"the mega paitan is the way to go. comes with three varieties of pork so you can try them all! it will put you in a ramen coma. i was a bit apprehensive about trying it because i thought chicken broth would be a bit bland, but i'm glad they used chicken broth because otherwise, i think all that pork would have killed me. the shredded pork, garlic, and other garnishes make this broth extremely heavy in a good way , and i think you could easily split this bowl with someone else.the place itself is a very chic holeinthewall type place. it reminds me of ramen places in japan, but like, american hipsterfied. really cool place to grab dinner. beware of the wait i came early, but there was a bit of a line when i left.there is a place next door that seems to be the same restaurant, but with tonkatsu broth. i might give it a try next time i'm in the area.","[(4, 15, 'FOOD'), (64, 68, 'FOOD'), (115, 120, 'FOOD'), (186, 199, 'FOOD'), (245, 258, 'FOOD'), (295, 299, 'FOOD'), (326, 339, 'FOOD'), (335, 339, 'FOOD'), (341, 347, 'FOOD'), (555, 560, 'FOOD'), (793, 807, 'FOOD')]"
,"been here several times for happy hour and dinner and have always been happy with the food, drinks and service. hhs are awesome here - there is a reason why it is in the top ten. have had beet salad - very yummy, from someone who recoils at the thought of beets cauliflower soup with dungeness crab - very good, even though i'm not even a big fan of cream-based soups manila clams with spanish chorizo - a wonky combination of flavors, but for someone who likes both clams and chorizo, i loved it sinister shrimp and bbq shrimp any of the sliders . but really, people - why come to this place for sliders the cocktails are also incredible and the service very good. we have also never had any problems finding parking, despite the fact that it is lower queen anne. wish this was closer to my 'hood - would love to be able to walk here for a quick bite more often","[(112, 115, 'FOOD'), (188, 198, 'FOOD'), (256, 278, 'FOOD'), (284, 298, 'FOOD'), (368, 401, 'FOOD'), (467, 472, 'FOOD'), (477, 484, 'FOOD'), (497, 512, 'FOOD'), (517, 527, 'FOOD')]"
,"I think the experience at Lowell's can vary significantly depending on whether you go for breakfast/brunch versus lunch or dinner, if you're going at peak tourist summer season versus other times of the year, and whether you're able to grab a window seat. I imagine it's chaos during the summer! The hubby and I have been here during the fall/winter without the overwhelming crowds and really liked their food--it's not cheap for a casual place, but the seafood quality is there. The fish and chips, blackened grilled salmon, dungeness crab cakes, tiger prawns, and cole slaw are all worth their weight in dollars. The seafood is fresh, and being in the market helps with the quality of their ingredients. I will concede, however, that their clam chowder is good but not a slam dunk. We've never been here for breakfast, so can't comment on that menu. First and third floors are self-serve seating, the second floor is traditional dine-in service. We like self service, so never have been to the restaurant section. Employees here are friendly, although we've also never tried snagging a table before ordering. I hear they're veddy, veddy strict on that.","[(484, 498, 'FOOD'), (500, 524, 'FOOD'), (526, 546, 'FOOD'), (548, 560, 'FOOD'), (566, 575, 'FOOD'), (742, 754, 'FOOD')]"
