review_id,user_name,business_id,stars,date,text
11,Edward C.,1111,3,6/8/18,"to celebrate my sister's birthday, and continue a birthday tradition, it was time for some steak!for this birthday, she decided she wanted to visit the venerable delmonico's.decor is what you would expect from a restaurant touted to go back to , with a dark interior befitting candlelight, oil paintings on the wall, dark wooden furniture, and white tablecloths.our starter was dipaolo's burrata. the herb pesto and fresh burrata made for a tasty herbaceous and rich combination. the only negative being the overly buttery garlic toast which was pretty greasy.for our entrees we both had scanned the menu the day before and she ordered the signature delmonico steak, and i had my stomach set on the day dryaged prime ribeye.the restaurant's namesake steak equivalent to a boneless ribeye was delicious from what my sister proclaimed and bestowed with some pieces i also agreed.there was plenty of beef flavor despite being only wetaged, a great distribution of tasty beef fat, and a nice crisp sear on the steakhowever, i was left a bit disappointed. it was a very good steak and cooked to my desired mediumrare, but concerning taste i was expecting the touted day dryaging to impart more flavor. i found the flavor and texture of my sister's signature delmonico wetaged, prime boneless ribeye steak better. it also helped that the delmonico was cut visibly thicker than my steak. delmonico's does not list sizes of their steak on their menu, so in my best estimation, i think my ribeye was somewhere around oz oz, with my sister's delmonico weighing in around oz. oz.we both found the crispy string of onions served on top of the steak pretty lifeless in flavor, and in my opinion actually detracted from the eyeappeal of the steak.for side dishes, we were deciding beforehand what to order and decided on the roasted cauliflower and the housecut french fries.roasted cauliflower was okay, with each floret being of good size and seasoned well. i enjoyed the little pickled raisins, but could not discern the listed manchego cheese nor truffle honey.the hohum sounding housecut french fries were delicious and even more welcome was the aioli dip served on the side. fries were cut long & thick, crisp, and seasoned perfectly.the ailoi was creamy, but balanced well with a hit of either garlic and onion.no birthday meal is complete without dessert, and at delmonico's one has to try the famous baked alaska.we had pretty mild expectations for the baked alaska due to it is pretty mundane ingredients, but would up enjoying it immensely. the warm toasted and fluffy light meringue playing against the cool semisolid ice cream provided a awesome contrast in texture. especially tasty was the distinct flavor of the banana ice cream too!we added another dessert in delmonico's profiterole donut.the nearblack chocolate syrup poured on top was fabulously rich and dark chocolate tasting with just a mild sweetness.i would buy gallons of this black gold!not to be overlooked were the caramelized macadamia nuts garnished on top which were sweet and crunchy, pairing in texture to the softer components.surprisingly, the decadent ingredients did not translate to an overly heavy dessert in my opinion. the profiterole itself was very airy and the cream was very light.finally, service was just okay, but not to my standards for a renowned restaurant in this price range.some points contributing to my opinion our waiter failed to ask us about refilling our drinks despite us finishing our drinks halfway into the meal. in fact, i believe he only came by once to ask us how our dinner experience was going. we waited nearly minutes before finally having to gesture for the waiter to get the check.while delmonico's is certainly worth a visit just to say you have eaten here, in my opinion, if you are weighing delmonico's against other top nyc steakhouses, i would maybe look elsewhere."
12,Ka Yi W.,1111,5,9/25/18,first time trying this restaurant and it was fantastic. the staff was friendly and the restaurant was beautiful. it is one of the oldest restaurants in nyc. the food was delicious and steak was cooked perfectly. everything was just perfect and amazing!
13,Diogenes M.,1111,3,6/29/18,"came in for lunch to the grille. had the classic burger with cheddar and bacon, cooked medium rare , fries, and an ipa. the ambience was probably the best part, service was great, burger as just average. the fries were also average. for the price i expected better than average. i guess it is just a burger and will try something else next time, but overall was disappointed.also, the place was not busy, we just walked in and were seated right away. we were also offered seating in the main dining room so i do not think they differentiate as much for lunch."
14,Christina F.,1111,5,8/23/18,one of a kind dining experience in financial district. they are said to have opened the first fine dining restaurant in the country. appetizers b.l.t. wedge burrata dinner day dryaged bonein rib eye delmonico steak our signature steak sides delmonico potatoes roasted button mushrooms dessert vanilla cr ] are me brulee service ambience cannot wait to come back!
15,Dennis L.,1111,5,5/19/18,"ah!!! steakhouse in nyc yep!this is one of the historical looking buildings with amazing steak. you cannot book a reservation same day at least i could not . so they said for me to arrive around pm and ask to sit at the bar. i guess the bar has a lot of open seats.anyway i arrived on a saturday at pm. once entering, the hostess let me have a table for !! no wait!! how freaking amazing !!! so happy!!i ordered the delmonicos signature steak. medium rare. cooked to perfection! it was so delicious. did not need any sauces on it either. just some salt and pepper. woot woot! on this steak for this item.for the side, i ordered the king crab mac and cheese!!! for this. this was really good. i enjoyed eating this. !want to know the best part my wife and i do not eat large portions so the server said he would cut up the steak so we could share. so freaking amazing. the signature plate came with some onion frits also. yum yum yum! it was a lot of food for ! great deal for great steak folks!"
16,William H.,1111,5,11/8/18,"recently had an enjoyable dining experience here at delmonico's. all the food they served was wellcooked. the staff was warm and courteous, the atmosphere relaxing and intimate. if ever you dine here, i would like to recommend the braised ribs, crispy oyster and the shrimp cocktail. this place is not disappointing. a must visit."
17,Jane C.,1111,4,8/8/18,"to start i would give this place a . and the only reason why it is docked anything is due to the affordability.definitely not somewhere you just pop in to get a meal. my friends and i reserved a table for here for the restaurant week prix fixe dinner. our reservation was at pm on a friday night and it was not very crowded when we were seated.located in the financial district and titled the oldest restaurant in nyc , i was excited to see that iconic flat ironesque building structure, but they were doing some construction or renovations so i only saw scrim covering the entire front entrance of the building. anyway, it was still nice on the inside and such a pleasant escape from the summer heat and humidity. there was still a good enough selection on the restaurant week menu. i decided to get the naked ravioli as the appetizer, the sirloin for the entree and opted for the supplement to get the baked alaska for dessert. my husband opted for the supplement to get the lobster newberg for the appetizer. seeing as how these two items debuted at delmonico's we thought that there was no better time or place to try them.before the meal even came out, we got a basket of bread and whipped and piped! butter. the flavor of the bread was really tasty and a little sweet, not very light, almost as if it was like a soda bread.the naked ravioli comes out with pieces of ravioli in a mushroom lemon sauce with some peas, parm, and microgreens. i do not quite remember what it was filled with but it was cheesy. the skin was a little thick, but still pleasant. my husband got the lobster newberg and i got to try some and it was really delicious. the roasted sirloin was amazing, i think it is a oz serving. it was really well seasoned and only cooked to one temperature, medium. i think the cook was closer to a medium rare, but i was not complaining at all, the cook was perfect. i tried a piece of my friend's filet mignon and i personally preferred the sirloin. if i can dare to say it, i think the sirloin was even softer than the filet and on top of that sirloin in general is a more flavorful cut of meat. i do not know if they mashed the fingerling potatoes, but the potatoes were amazingly smooth and buttery beyond belief. the broccoli was not bad either. the baked alaska was a true treat to look at. to be honest, as glad as i am to have tried it, i probably would not get it from here again if i was given the chance. it was a bit underwhelming to me. it was a spiced walnut cake with banana gelato on top, covered in a meringue and toasted served with an apricot coulis. i think the texture of the cake was a little crumby and was not the most enjoyable to me. since this was my first time trying baked alaska i cannot compare it with anything or have a standard for it. the amount of meringue was a little too much for me as well. i really did like having it with the apricot coulis though as it was a nice sharp contrast to the sweet and creamy flavor profiles.the service was very good and our waiter definitely knew what he was doing and knew how to work in that caliber of a restaurant, but it was a little intimidating. i am left handed so when i moved my spoon from the right side to the left side for dessert he very pointedly slid it over from the left side to the right side before putting my dessert down. i understand there are a lot of restaurant etiquette rules so as a diner who does not frequent very fancy restaurants it was a little intimidating and i felt a little out of my element. our waiter did a very good job though.i'm glad we were able to try delmonico's for restaurant week, and i'm glad that i will be able to say i've dined here before and tried the lobster newberg and baked alaska."
18,Jasmine S.,1111,5,8/23/18,"took our friend here to enjoy a birthday dinner in nyc. they were very accommodating our later flights and moving our reservations down. i was slightly disappointed that the front of the iconic building was getting a facelift so we could not take a picture in front. we were seated right away, and our waiter was prompt with providing us with water and bread.we all ordered the delmonico's steak please note that this steak is oz. we had no idea! it came out huge! that is what she said the steak was cooked perfectly and fatty. we also ordered their table onion rings really delicious , crab mac n cheese, and whipped mash potatoes. we were absolutely stuffed everyone but person was struggling to finish. myself including had so much trouble trying to finish it and failed.the service was great, i doubt our glasses were empty for more then minutes.the dress code of this restaurant is a bit questionable, as some people came in wearing tshirt, shorts and sneakers.if we are back in nyc we will definitely come again!"
19,Felicia M.,1111,5,8/7/18,"i do not even know where to start, delmonico's is amazing! as soon as i found out the dates for restaurant week i zoomed over to open table to lock down a reservation since delmonico's always books up fast. i was here a couple weeks for dinner at pm it as busy but not crazy and where do i begin.the soft romantic lighting gave it this classy yet sexy feel i felt like i transported back in time to the s. the waiters dressed alike, they were kind, very formal and attentive. the high ceilings made me feel like i was in a grand hall. ok, ok, i will get to the food now.the bf and i started off with the crispy oyster jim brady bacon relish, and ho jo tartar sauce. this was off the restaurant week menu and it was well worth it the crunch on the oyster was perfect, it tasted amazing. there were or i cannot remember because they went so fast. we ordered the special feature restaurant week bottle of wine for dollars it was a cab sav and it was excellent, went perfectly with the meal. we went on to order our apps i got the seasonal summer soup, which was a cold avocado soup, it was very good, i just wish i got something it bit heartier since i really was not in the mood for a cold soup, either way, it was good. the bf got the naked ravioli which was sweet peas, wild mushrooms, preserved meyer lemon and parmesan. i did not even know what he got because it went so fast, he loved it. i had plate envy and i did not even see it lol .now to the main event.dinner. i ordered the petit filet mignon, which came with mash potatoes and seasonal veggies broccoli and the bf got prime delmonico rib eye supplement it came with the same sides i had. let me tell you, we both cut into our steaks and ate the first piece and looked at each other and said wow, i do not know if it happened exactly like that, but something to that effect. we were in awe! my filet mignon was like butter, it was smooth, rich, salted perfectly, mediumrare, and just a slice of heaven. the mash potatoes, well first off there was just not enough if i would have known how good they were i would have ordered a side! the broccoli was great too they were baked and had a bit of crunch, i really enjoyed it since i'm a big baked broccoli fan! i, of course, had to try the rib eye and, damn it was good! next time, because there will be one, i'm going to go for that since it was obvi a bigger piece of meat and just tasty as hell!the finale was the classic baked alaska supplement , which is walnut cake, apricot jam, banana gelato, and meringue! wow it was like slicing into heaven, my spoon glided right through and it took me to the promise land. it was light, fluffy, sweet, and simple, yet delicious. the perfect way to end a perfect dinner.i never gloated like this about any restaurant, it was such a great experiencefrom the attentive service to the atmosphere, everything exceeded my expectations. worth every penny, get in there as soon as possible! i will be back without a doubt!"
20,Via G.,1111,4,11/4/18,"delmonico's is a steadfast piece of the concrete jungle with a side of strong bull. you have to come here just because it is everything nyc represents class, energy, fashion, money, youth, sophistication and medium red meat. tomahawk steak was great. made to order medium as we like it. service is pristine in this low light, wood trim classic restaurant. sides were okay. get your meat and close your eyes when you chew. take it allllll in!"
21,Catherine N.,1111,4,9/20/18,once the best steakhouse in the world. we began with lobster bisque then we each ordered the steak of choice. two hadfiletmignonand i had the famous delmonico steak au poive. the bisque sadly was a great disappointment. we complained to each other as we were eating it but that was it. we did not return it. definitely the chef was off on that one. our steaks were delicious and the choices of sides were great. we did not have dessert this time because the offering was not appealing as in the past. i was somewhat disappointed but i will not write them off.
22,Andrew C.,1111,4,7/31/18,"decided to kickstart restaurant week with one of the oldest steakhouses in new york. we came for dinner as we wanted to try theirfiletmignon.we arrived a few minutes early before our pm reservation but had to wait a bit because a lot of other people also made reservations. restaurant week brings everyone out! we got seated and got right to ordering!for an appetizer, i ordered the tomato salad. salad was pretty salad, nothing too special but we did not come for salad. we also had fries. they were fantastic, perfectly seasoned and just the right amount of crisp. for our entree, we both got thefiletmignon, medium rare. it came out in a timely fashion for a restaurant that was pretty busy. as soon as it came out, we got to cutting.steak was amazing. perfectly medium rare with pink on the inside. thefiletwas so tender and easy to cut. the meat was very flavorful and did not require extra sauce. each bite made me want more. i can see why this place has the reputation they do.for dessert, i got the chocolate mousse cake. it was good, not overly sweet and quite interesting as they seem to have some sort of water base, adding a crunchy texture to each bite of the cake.i want to add that our server and all the staff were very friendly and attentive. they always checked to make sure everything was ok for us and our glass were never empty for long.if price was holding you back from tying this wonderful establishment, consider it a steal now with a course dinner for . definitely come by and check it"
23,Brian G.,1111,4,7/28/18,tried out delmonico's for summer restaurant week and it was a very pleasant experience. started with a delicious summer soup of pureed avocado. for main course thefiletmignonwas cooked perfectly and well seasoned. the signature baked alaska for dessert was worth the calories. service was very good and dinner was tasty. the best part of going to delmonico's is the history and ambience. it is old school but not stale. i definitely recommend this nyc institution.
24,Vinny M.,1111,5,6/2/18,"wow. have not been here in about six years. all i remembered was the steak and ambience was so good. i came back here for a celebration with my girlfriend who has never been here before. just looking at the menu she was happy. let alone we were about to have steak. i love a good steakhouse like anyone but i prefer steakhouses with a history behind it and boy does this place have history. being the first yes first restaurant in the united states of america and also the first steakhouse in the country i already loved it. when i first came here i ordered thefiletmignonand it was delicious. we ordered the pan roasted scallops with figs and warm burrata. the pesto that came with the burrata was perfect and to die for so much so i asked my waiter david if there was a way i could purchase some unfortunately not for sale . but david did say next time the chef came out maybe he could tell us, which i thought was a nice gesture and did not expect the chef to come out just for pesto. i was wrong. executive chef william oliva came out just after our main course was brought out. he told us how to make the pesto and was very nice to meet. very solid gentleman. he chatted with us for a little bit and of course had to get back to running his kitchen. but i was amazed i got to meet him. so this time we ordered the day dry aged porterhouse which comes with the cuts offiletand sirloin. the dry aging made this steak that much more enjoyable. from cutting into the juicy tender meat i just had to barely press my knife into before the piece cut. such a satisfying feeling. i must add i order my steak medium rare and the amount of flavor was amazing. to the waitstaff and david our waiter and him having the executive chef come to our table for a pesto recipe. this experience takes the cake of any other steakhouse i've been too. i am definitely coming back here more often and highly recommend"
25,Eric O.,1111,5,5/9/18,"while in new york we wanted to go to one classic steakhouse and after plenty of research we decided on delminicos.we absolutely loved the rich history here and it is iconic looks were something special.we had thefiletmignonand the black sea bass with a side of crab mac n cheese, all served in a timely manner and were everything we expected, and more !our waiter, albert , was outstanding and made this experience extra special.from top to bottom delminicos is a first class operation !btw , for a classy steakhouse in new york city the prices were quite reasonable, entrees , sides and drinks apiece for under ."
26,Matt L.,1111,3,4/2/18,"restaurant week review!we chose this spot for a few reasons it was one of the places we were able to get a restaurant week reservation, it is famous iconic established in i believe , and because it was in a convenient enough location. delmonico's seems to have gone through a couple changes over the years, so i cannot say how closely it resembles that which it once was, but the theme that they go for now is oldtimey american. they specialize in american classic dishes, though they are best known for steak.since it was restaurant week, everyone's order was a flat before tax and tip. there were a couple appetizers to choose from, but some of them required price markups if you wanted to get the full version for instance, certain sizes cuts of steak had an extra associated with the cost . none of our party did this, so we mainly had to choose from three main dishes chicken a la keene, minifiletmignon, and beef short ribs. i had found out beforehand that delmonico's is allegedly where chicken a la keene was invented, so i knew before arriving what i was going to get. for my appetizer i got the lobster bisque for some reason everyone else picked the risotto , and for my dessert i ordered the cheesecake.the lobster bisque tasted a little different from what i was used to, in that it lacked it is usual savory punch that i associate with lobster bisque. if anything, it was slightly on the bitter side. my chicken a la keene was a big surprise, as i had always thought it was supposed to be a kind of, heavy white cream kind of dish. instead, there was hardly any cream sauce on my plate, and instead the chicken had been cooked with a much lighter sauce, accompanied with some vegetables. underneath i was served some pasta, which had a slightly creamer sauce mixed it, but seemed to have been prepared separately from the chicken. finally, my cheesecake was more on the creamier, liquidy side not like those concrete blocks you get at juniors and pretty enjoyable.overall, i had a good experience here, but i'm not sure i would make this a regular spot. restaurant week is supposed to be something of a discount, and i cannot picture myself paying even more money for food which was great, but a little uninspired. perhaps that comes with the territory when you are a restaurant which has been around since you stick to the classics but on my plate, it translated into something that i was not hugely excited about. still the dining space is beautiful, and i could see myself coming back here for the ambiance. the bar is especially nice, and they play sports in there, so that is another thing to check out in the future."
27,Emily G.,1111,5,3/22/18,"i work in the area and friday's after work my colleagues and i look to dine in different restaurants we stumble upon delmonico's many times but looks very pricey so some of our colleagues wallets get intimidated, well i've decided to invite a friend and return to delmonico's and i'm happy i did it is totally worth it! the ambiance in the main room it is so welcoming and food is definitely on point, service was ok but still gets stars from me, our server looked distracted and he kinda had a weird stare made us a little uncomfortable, but overall the food was very tasty i had thefiletmignonthe perfect mr i ever had and my friend had the cut steak and the wine selection was on point. i will definitely will be returning here. definitely recommend"
28,Kenji A.,1111,5,2/13/18,"honestly, our best meal in ny. we took advantage of the restaurant week dinner menu, and it was so worth it. we did not know much about the restaurant, the d ] c cor made me go and research as we waited for our meal. the history that surrounds the place, you can feel it i almost wish there was a little history book i could have flipped through at the table. our server and the bussers were fantastic my water glass was never empty and i drink water like a camel.filetmignonand the potatoes that accompanied it was perfect not too rich and the steak had the right searing on it. the cheesecake at the end was the right size and taste was bar none to any cheesecake i had in ny. price point was just about the same as any restaurant for a steak dinner . going during restaurant week just made it that much more of a value. we definitely intend to go back the next time we are in ny."
29,Fetra S.,1111,5,2/7/18,"took my girlfriend here on for her th birthday. this place is amazing, from the reservation process to everything else. i had no trouble making my reservation as it was a very easy process. this was not my first choice but i'm glad i cancelled the other reservation and chose delmonico's. the ambiance of the restaurant was perfect. we had a great dinner and my lady was so happy. our waiter albert was so efficient and nice from the get go. he made us aware of the specials for the night and as well as the restaurant week menu. he also answered all of our inquiries regarding the menu which helped us make the best dinner choices. our glasses of water were refilled every minutes by the bus boys so kudos to them as well. overall, it was an amazing night and i look forward to coming back again.ps they have the biggestfiletmignonthat i've ever seen."
30,Harvey R.,1111,5,1/28/18,great course meal for restaurant week. seafood risotto was bangin. petitefiletmignonwas tender and actually decently sized. it came on a bomb potato and cauliflower medley. cheesecake was dank af.
31,Bobbie S.,1111,5,1/4/18,"yes there is a reason why it is highly rated and long standing! it was my first time there and i had every expectation to be greatly disappointed. not! we went for a late night dinner on a saturday.and had no problem getting a table for two. we only waited for about minutes at the most for the table. i ordered thefiletmignon. it was twice the size of any previously ordered one. it had the most perfect and amazing crust just like a steak should have! it is served ala carte and honestly you do not need sides the steak sizes are so huge! you also get a choice of toppings and sauces, but i'm a purist. the bread served while you wait was nice and crusty and warm yummy! we both ordered a drink i had the fearless french and my husband had their signature drink. very strong and delicious! we ordered a simple bottle of red wine and were so full we did not finish the sides creamed spinach and asparagus we did not even get to dessert! a perfect reason to go back which we will.and an excellent deal at considering the level of service, the atmosphere, decor and quality of food. this place definitely set the standard on what steak should taste like! and an additional bonus, fancy attire is not required you will not be forced to wear a coat and tie for entrance. loved it and will make it a point to go back here each and every time i go to nyc!"
32,Veronica R.,1111,5,10/31/17,"extremely pleased with our dinner!!! been dying to try this place and i must say that this is my new favorite steakhouse ! my fianc ] c had the day aged ribeye and i had the gold reservefiletmignon. for appetizers we had the oysters which were an amazing quality had an almost sweet aftertaste which complimented the overall flavor , and had the creamed spinach and king crab mac and cheese as our appetizers. we asked our server for a wine that suited our taste preference and were extremely delighted when he got it right on the first try ! i was so surprised at his knowledge concerning this since most of the time we settle for whatever bottle of wine servers who have no idea what they are talking about give us haha . the gold reservefiletmignonmelted in my mouth like butter and the aged ribeye really makes a huge difference in comparison to traditional ribeyes as far as the juicy and tenderness of the meat! will definitely be coming back! worth a trip to the city but bring your wallet as this venue is a bit pricey."
33,Mindy L.,1111,4,8/21/17,"i've heard of delmonico's but definitely have never even thought about trying it out because it is a bit expensive. so for an early birthday dinner, i decided to bring my boyfriend here. it was also the last day of restaurant week and i really wanted to try some place worth it for the prefix price. not stars because drink service was slow. i made reservations a week before for dinner at p.m. on friday, august th on opentable and had no problem at all. i had to change my reservation time around because my boyfriend was caught up at work so we ended up with a pm at last minute.we got there at and let the hostess up front know that we had a reservation but we are a bit early. she asked for my name, checked our umbrellas and reservation in, and was seated within minutes. we got one of the three person tables on the main dining area all the way in the back booth slot and it was not too crowded.as soon as we sat, a nice older waiter handed us menus and had our iced water filled. we both went with the restaurant week menu and my boyfriend ordered the delmonico no. cocktail. these cocktails were strong but my boyfriend loved it because it was exactly what he needed after a long week of work.for appetizers i got the lobster newberg for a supplement and he got the baby iceberg wedge salad. these came really quickly which surprised us because it was literally only within a couple of minutes of putting in our order with our waiter. my newberg was good and lobster was just exactly cooked. i usually like my lobster tail with a little bit of bite to it but it was a little more soft tender mushy than i would like, which made me kept thinking if it was raw or a bad lobster. also, i generally just do not eat raw food so i was not into that texture at all. my boyfriend's salad was good but he said there was a lot of blue cheese. maybe a little too much for his liking. my portion was good, there were some sliced veggies, claws and one small lobster tail that is halved and his salad was a good appetizer size.for entrees i got the petitefiletmignon only available during dinner and he got the delmonico classic steak supplement and these were perfect. i asked for medium and he got medium rare, both were cooked to perfection. i was always skeptical about restaurant week menu items because although there is a supplement, i feel like i've read a lot of reviews where they say they skimp out on the portions but this was definitely not the case. my petitefiletmignonwas indeed petite, i wish there was a bit more but i finished everything on my plate, including the roasted fingerling potatoes and broccoli. his steak was definitely worth it. it was a good size steak, definitely an inch thick and even my boyfriend who usually eats a good amount of steak, said he was full from it.for dessert, i got the classic baked alaska supplement and he got the new york cheesecake. i noted in our reservation online, that we were coming to celebrate his birthday and the not once did i mention it in person at the restaurant but the waiter lit a candle and had it in his cheesecake when it came out! he made a wish and it was extra special for him! the cheesecake was very soft and moussey, it was good but a bit warm we wish it was actually cold. my baked alaska was delicious and a lot to eat! i could not finish it but the toasted marshmallow fluff and ice cream inside was delicious. not a fan of the sour tart syrup sauce they had around the plate because it was very sour haha.overall, it was a great experience, especially with the restaurant week menu, which is why i chose to come. the only thing that makes it one less star was the drink service was slow. my boyfriend got a total of of their delmonico no. but those took sometime to get to us. it was not until halfway into our entrees did the first drink finally come. the waitress was nice and did stop by after we ate our appetizer to let us know the drink was coming, which it was not for another mins.other than that, portions were good see pictures and the experience was nice. the prefix menu plus the drinks came out to a total of about with tax and with a % tip, it was just over . i tipped % because i actually really enjoyed their service, i've head bad stories with portion and attitude problems at other places when ordering from the rw menu, and it was definitely not an issue here.this meal was a bit expensive and not something we do on a weekly basis, but definitely nice for a special event for during restaurant week."
34,Shirley Y.,1111,5,8/20/17,went alone for lunch on friday. ordered mishima reserve gold labelfiletmignonwith asparagus and carrot sides. expensive but worth the money! enjoyed every bite!the waiter had good manner. i felt comfortable even i dined in alone. the restaurant was packed with people and it is a little crowed and noisy.
35,JoDe R.,1111,5,8/19/17,wonderful food & service!!lobster omggggg amazing!!!filetmignonsuperb!great evening!
36,Brian G.,1111,5,8/7/17,"it is as good as it gets when it comes to classy and a throw back to a bygone era. i had the the delmonico double cheese burger with french fries and the course restaurant week meal. we went to the bar and grill side, it was a last minute thought this past friday night, . the burger was a home run, cooked the way they chose which is rare, and it was stacked with cheddar, onion, ranhoffer sauce and love!! big and beautiful as a burger goes.they probably had the same meat purveyors since they had opened! the rest. week portion for the better half was a lobster newberg, a bit salty but still really good, followed by a petitefiletmignon, and the dessert which made them even more famous was their baked alaska. you cannot get a baked alaska as good as you can at delmonico's.that is a fact if you want to try one, this is the place to do it.it is the true classic of american steakhouses from a gilded era and still is the best, with a very attentive and knowledgable staff. % recommend it and if anyone is inviting me, i would always say a big yes!!!"
