review_id,user_name,business_id,stars,date,text
11,Chintan D.,1118,4,5/29/18,very nice place and ambience for an indian restaurant. the dosas and uttapam were amazing. vada pav was best in bay area.
12,Cat T.,1118,3,5/19/18,"overhyped type of place. coming to visit sf to see friends in town. two friends that live their mentioned dosa to me. the food did not have very distinct flavors. i felt like the dosa, uttampams and the curry all generally taste the same. we order the paneer & peas dosa, roasted chile & garlic dosa, brokaw avocado chaat, philipkutty chicken curry, and the south indian moons different uttapams . out of everything, i would say the curry was maybe the best thing but that was pretty typical but at least the chicken was tender. the overall restaurant is very nice and fancy but food was subpar. recommend to try just once. best to get reservation on weekend nights."
13,Dhaval M.,1118,5,5/16/18,awesome place with superb ambience! it provides a fine dine experience and suitable for dinner dates and celebrations. the food presentation is great. they have customized lot of indian dishes in a unique way to present it well but keeping the authenticity of the taste. i've tried few dishes and all of them from dosas to uttapam turned out great. of course it is a bit expensive but that is what you pay for such an ambience in sf. the servers are very kind. not recommended to walkin without reservation.
14,Abhishek C.,1118,1,5/14/18,"visited the dosa with family as it came with a glowing recommendation and a rating on yelp. but boy, were we in for a rude shock! landing at the place with a prior reservation, we were welcomed by a big heavy door and a sizeable eating joint designed at two levels. little did i realise that it was the only big thing that we were going to be experiencing in the restaurant that night besides the final cheque of course which was already expected we immediately realised after talking to the hostess that they had forgotten to reserve a table for us yelp . they tried to turn it around with a tiny corner table on the upper level which could have seated kids maybe! after a few minutes of contemplation, maybe the staff realised we were definitely not going to sit in each other's laps and the guests on the adjacent table sportingly moved to make more space for us. the real horror started then with our server for the day, brittany c. now when a restaurant decides to charge you a % service markup automatically just because you are group of or more, the least that you expect is a decent service! but brittany came in with a tiny heart and grumpy attitude and seemed more in a mood as if we were there to eat for free! after a very offending introduction to a set menu or the preferable ala carte menu , we placed our orders without any recommendations being offered by her despite telling that it was our first visit. we ordered the rava dosa, egg dosa, chile uttapam and goat biryani along with a rasam the complimentary pappadums never came out even though the meal came pretty quickly. we had to explicitly ask for them before they turned up. now the dosa and uttapam were served with a moderate sized bowl of sambhar and tiny portions of chutneys. anyway knowing anything about south indian food may please enlighten me how to eat a dosa with a few spoons of sambhar and a teas oonful of chutney the food was served very rudely and when we asked if we could get more chutney, we got a condescending answer of it will cost you . when we have our consent another server brought it out and it was shockingly just another teaspoonful! we asked the new server if this is what we get in , he got confused and said he will be right back after checking but it never happened! now in this entire episode the food is not anything great to write about. it is not bad but it is definitely not worth a for someone who knows how south indian tastes like. the goat biryani is definitely not a recommendation at all!! coming back to the service, we never got any water refills and noone checked on how we were liking the food. at the end of it we left most of the goat biryani but brittany just brought out the cheque and did not even care to ask why the biryani was left over. for the biryani we asked for a take away box thought we could give it to someone needy but brittany just brought the box and placed it rudely in front of us without a word or smile after all this, we decided that the service did not deserve a % charge and we called in the manager who came in with a fake smile and concern. the manager heard our entire ordeal and said she will fix the bill and offered free desserts. we told her very clearly we did not want free stuff but also did not want to pay for a service we did not get and just wanted the charge removed. but she insisted that as it was mother's day she would want us to have desserts so we agreed. and then she crumpled the old bill right in front of us, do not know if that was really required to be done! in comes brittany with the dessert oh the horror!! . she placed one dessert in front of us rudely she could have dropped it on our head if she could have had her way and made a statement you talked to my manager, your bill will come in soon and just walked away. and then she comes back with another one and leaves with a statement hope the free desserts make up for your concerns . hello why the hell do people think that customers complain to get free stuff oh and she did come in again to offer chai or coffee which she said was on her. well dear brittany, after the experience i would not even had water if it was on you coming from india, i always thought america offers a different standard of service to customers. but dear dosa management, believe me i realise now that tiny hearts and money minded businesses are incapable of offering anything more than a product. please keep your free stuff to yourself, if you can offer anything do offer some warmth in your cold little place! to mr anjan thanks for your revert but it just reaffirms your attitude towards the whole incident! we are not looking for your free stuff so please keep the offer to yourself. would have been happier to see your revert say we would offer impeccable and warm service!"
15,Clare L.,1118,3,5/5/18,"my boyfriend and i think this place was alright. it is more like an indian fusion restaurant than an authentic southern indian place. if we ever crave for dosa again, we probably will go somewhere else. on the day of our visit, the majority of the dishes offered on the menu were vegetarian. though the restaurant was not full, we waited for a long time before the staff came to take our order. for the dosa, we ordered the classic masala dosa . there were three complementary sauces and they were all pretty decent. they were more on the sour side. the dosa came really fast and the crepe itself was thin and crisp. pretty good. we also ordered mixed mushroom uttapam . this dish was really meh. it felt like a simple pizza on an indian dough. uttapam was kinda sour and there was quite a lot of cheese on the dish. the complementary sauces were the same as the dosa's. the dish was fairly bland and also soggy. we could not manage to finish this. our last dish was the goat dum biryani. this was probably our favorite dish out of the three we ordered. the goat biryani was sitting inside a naanbread like bowl and there was a yogurtlike complementary sauce. the biryani was well flavored and decently spicy. we really loved the goat super juicy, soft and wellseasoned. it is a decent indian restaurant but with how much it is charging you, i probably will not revisit again."
16,Shireen K.,1118,3,4/24/18,"the masala dosa was tasty however there was a very small portion of the actual potatoes in the center. we also ordered the chefs choice uttapam which did not give us a bang for our buck, the five pieces were tiny and basically served as one biters almost. if i had to reorder i would go with a regular uttapam rather than a traditional dosa or the chefs choice. the raita we ordered on the side was as expected but again the portion was rd the serving bowl. in summary the food was average good but the portions were very small giving the impression of corners being cut."
17,Tiffany H.,1118,4,3/14/18,"yums! i really enjoyed the masala dosa dish i ordered, but i think the food here is quite pricey. i've been told by my brown companion that dosa is overpriced and overhyped and to not go here , but i still had to give it a try. the potato was quite creamy, and the dosa was light and crispy. i liked the sauces to dip the dosa in it was not super spicy for me, but it can be, especially if you are not used to the heat. the sambar lentil and vegetable dipping soup was good as well. i tried a bite of my friend's uttapam south indian moons featuring different types of uttapam , and while it was good, it was not utterly amazing. the service here is very friendly, as one would expect for a restaurant of this quality. the meal overall was not too heavy, and i liked the fact that i felt pretty light and clean afterwards."
18,Adrienne K.,1118,5,3/2/18,"really good indian food in the fillmore. this is southern indian cuisine, so not what we are used to in the states no tandoor, no naan . with that being said, the breads are absolutely delicious, as are the various toppings, fillings, and curries. would highly recommend the butternut squash and paneer uttapam and the vegan curry that comes with the poori. service was efficient and friendly. cocktails looked interesting, but i did not partake."
19,Angela C.,1118,4,3/1/18,"when you mention that you are going to dosa and someone asks you to order takeout for lunch the next day, you know you are going somewhere good. that was the prehype i experienced about dosa, when me and my friend announced our intent to grab a late night dinner there. was the guy who said that right about just how good the food was eh. it was good, but not something i would look forward to eating day old like him. we snuck into the restaurant right before closing. still, our waiter was very courteous even though we stayed past official hours. the decor of the restaurant is classy and is definitely a hip, upscale place. for food, i opted to try the south indian moons the chef's selection of five different uttapams . i really appreciate when a restaurant has the option to sample different dishes! they were all pretty good, but i think my main issue was that i could not tell them apart. maybe i should have gotten a dosa after all, that is the name of the restaurant. i think for the price and experience i'm willing to come back and try it again. the service and ambiance impressive, i hope next time to find a dish i fall in love with."
20,Ro C.,1118,4,2/19/18,"been here a few times. dosa always good. coconut chutney could be better but the other accompaniments are good. spicy uttapam good, no joke on the spice, highest tolerance needed. spicy avocado chaat meh. it is basically just avocado in some watery spice mixture, with an odd mix of grapefruit pieces on top and very minimal crispy shavings. nothing like a traditional chaat if that is what you are thinking. vada pav good, some zest. mint lemonade good. ambiance good. seem to usually be busy even at notbusy hours, or at least they say they cannot open a table at even though you can see empty tables."
21,David Y.,1118,4,3/5/18,"most of the dishes we ordered at dosa were quite good. really enjoyed the dosa and the idly fries, which were full of so many diverse flavors. the paper dosa was awesome i.e. literally, aweinducing due to the portion size . as soon as it was served, i realized we had ordered simply too much food. the paper dosa could probably feed a party of four comfortably. after the dosa, our entrees came the prawn masala and duck . i was not a big fan of the duck dish but the prawn masala was explosive in flavors. great location with a beautiful interior, would definitely come back to try out some of the other items on the menu!"
22,Sebastian F.,1118,4,2/26/18,"i live in the neighborhood for a few years now and cannot believe i have not been to dosa! upscale indian food in a super vibrant setting rezzies highly recommended, and be prepared to pay more than the usual sf prices for your food. what you get in return however is amazing great presentation, fast and friendly service, and boozy drinks from the bar. i was impressed with the lamb kema dosa a rice and lentil crepe with spiced minced lamb , less impressed with the chutney sampler . , pretty small , but then again impressed with the prawn masala . love the atmosphere and the food, and the prices. oh well."
23,Jennifer M.,1118,4,2/8/18,pricey for elevated indian food but really good. i'm coming back again for sure. for a teeny bit of brussel sprouts tastes good but not worth getting that. avoid though they recommend. paper dosa yuuuuuuuuuge. very good. liked the masala dosa dipped in a mix of the warm sambar sauce with the spicy tomato chutney. did not like the spicy green coconut chutney. prawn masala grilled over a bed of firm coconut rice surrounded by coconut tomato curry. had a nice bit of spiciness. i do not like coconut curries but i loved this. came with largeish deshelled but tailon shrimp. cocktails interesting flavors and tasty but very light on alcohol for being +
24,Kim B.,1118,1,12/18/17,"honestly, this used to be my absolute favorite restaurant for years in san francisco. i moved away to co about two years ago, and came back recently to dine there, and it was the worst indian food i've ever had. i asked the waitress why everything was so different, and she said they recently had some menu changes. i could not be more depressed about this. i ordered the idli fries as an appetizer, which were unimpressive and the prawn masala as my entree. the curry to the prawn masala tasted like watery tomato soup with some spices, and was not even the consistency of normal curry. my mom ordered a chicken curry, which also had a watery consistency, and no flavor. this is one of the pricier indian restaurants, and i had always felt it was worth it perviously, but if you are thinking of going there now, i would advise you to save your money."
25,Dan W.,1118,4,12/11/17,"dosa delivers big flavors and great textures. the dosa itself is worth coming back for. highlights dosa masala prawn masala kerala fried chicken also tried the dahi vada while good and creamy, there was so much lemon juice it was borderline offensive."
26,A K.,1118,5,11/12/17,"worth the hype and the money! excellent service, and very good selection in the menu. cannot go wrong with anything. do try the lamb keema dosa, the fried chicken and the prawn masala . parking may be a hassle, but hey this is sf!"
27,Aaron B.,1118,5,8/17/17,"dosa on fillmore is pretty rad. the space is huge which is always a treat in sf. we made a reservation on yelp and waited at the bar while they got our table ready. they have a really great cocktail selection and looks like they regularly rotate out new drinks. i forget what i had but it was spicy and unique. my first thought was what is a dosa they are basically giant indian tacos but a little more sophisticated. first off, they are huge. they are veggies and meat wrapped in delicious bread. we got one or two as an app and it was great. we got some other apps as well but the must have one is the giant puffy bread. it is literally fried dough the size of a basketball and filled with air. it tasted great and was fun to eat. for the main dish i got the prawn masala . i love all things coconut milk and seafood. it was exactly what i wanted. you do not get a ton of food here like most indian place. for it was perfect for one person but i did not have any leftovers. this was my first upscale indian experience and i loved it."
28,Chloe M.,1118,4,2/28/17,"another great neighborhood goto! i have never made a reservation at dosa, but am thinking we should start. every time we have gone, we have gone at prime dinner time pm pm and have seen a long wait. every time, we have miraculously found a spot at the bar or been seated at a table in record time. lucky, i guess! i am not a huge fan of eating at the bar here, as it is busy and noisy. i'm paying the same for the meal, i would prefer the full experience. sitting at a table is lovely and service at both table and bar is top notch. now for the food boyfriend always gets a dosa and loves them! i've been a fan of dosas, but for whatever reason i do not dig dosa's dosas. so i've experimented. one time, i got a mango salad with some sea tuber that was inedible it was so salty. another time, i got scallops eh . once, i just ordered bread. last time, i got the prawn masala which was great. i finally found my dish. one thing never changes i always order the bhatura. oh. my. sweet. jesus. i love this bread so much. when it comes out, it is a huge puff the size of your head. everyone stares. worth it. it is like low key fried dough. i could eat that bread every day and do every time we go to dosa . huge highlight even when my main dish is not to die for. overall, love this place. great upscale ambiance, great place to bring visitors. again, would recommend a reservation. also, without fail, we are always surprised by the bill. both food and drink are a little spendy for weeknight indian, but we keep coming back!"
29,Claudia M.,1118,4,1/29/17,"one of the best dining experiences i've had! took advantage of the restaurant week deal. starters, dosas or curries, and deserts. the flavors were superb and the service was good. ambiance feels a bit upscale yet still causal. serving sizes are on the small side but the taste of everything i tried made up for it all. i will definitely be back. here's what we ordered starters beet croquettes chennai chicken lemon chile scallops dosas lamb keema dosa mixed mushroom & truffle oil uttapam goan prawn masala w rice deserts rasmalai pistachio barfi i was not a fan of the deserts much but that is mostly because i do not have much of a sweet tooth. my sister did enjoy them though! i would eat everything again. cannot wait to try more of their menu."
30,Liz C.,1118,5,1/27/17,"i had been meaning to make it to dosa for a while now i finally paid a visit on a friday evening during sf's restaurant week. when you walk in, you notice how beautiful the space is. the whole ambiance of the place is indeed trendy, as yelp would put it. not an authentically indian vibe, but still very appealing. a little too dimly lit for me, perhaps also an oddly desirable music playlist indie electronic hits either way, seemed like a great place to be for dinner and drinks at the end of welldeserved week. my party of decided to go for the prix fix menu featured as part of their restaurant week menu, but also something that they offer on the regular . each plate was phenomenal and mindfully prepared. some standouts for me were the sprouted mung and paneer salad, goan prawn masala , and the classic masala dosa the chef was also nice enough to give us an additional sweet potato dosa to accommodate the of us . the curries were spicy even for me, but i love me a good spicy dish so no complaints from me although that could be an area of concern for many others. service was okay, found my server to be somewhat aloof and a little confused as well, but you cannot have it all, right "
31,Edna C.,1118,4,1/26/17,"a fancy indian place in japantown given sf's trends of overpriced food, i was a skeptic but got lured by restaurant week, when i found dosa to be the only place with a worthwhile menu. while most other restaurants feature the anticlimatic addition of a salad and a brownie for a course meal, dosa became an adventurous feast through spices and creative cooking. small plates] ++ chips you start off with complimentary chips, and it is unlike anything i've ever eaten before. it is light, crispy, and has a handful of seeds thrown in. ++ chennai chicken the expertly roasted chicken maintains a savory juiciness while imparting strong smokey tones, contrasting boldly with the cool cucumber and yogurt sauce. ++ sprouted mung & paneer salad the varied landscape of flavors was noteworthy, but the texture was truly outstanding. this dish deserves some mindful eating to fully appreciate how the chewy coconut, crunchy pomegranate, and springy arugula simultaneously influence the sprouted mung bean, which ends up tasting more crispy or soft depending on what ends up in that particular forkful. the paneer is interestingly akin to tofu, and i enjoyed the pure taste in contrast to the more pungent versions i usually see. ++ beet croquettes the sophisticated take pulls off a vegetablebased, creamfree, extra creamy croquettes. not only does the blend of several vegetables create a palatable base the incorporation of spices, nuts, curry, and a cranberry chutney adds extra layers of complexity. curries etc.] +++ nagai vegetable korma i chose this somewhat as a chore so we could eat our veggies, knowing that vegetable dishes typically pales next to meat dishes even at state bird! but we even the boo who is usually carnivorous were blown away. the perfect spice blends of ageold south indian cuisine combined with novelty vegetables like marble potatoes and romanesco creates a dish that looks modest but synergistically showcases the magic of fresh produce and ethnic cooking. how californian + goan prawn masala i was unimpressed by the portion size of one shrimp per person, and that these were standardsized shrimp and not prawns . the marsala is constructed from distinctly fresh ingredients, but was dominated by the fiery spiciness. +++ roasted masala lamb shank in an era when fine dining consists of abstractly small portions, this ginormous leg of a lamb was a surprise and well worth the extra charge. the hour slow braising resulted in falloffthebone tender and had a similar pervasively roasty flavors to the chennai chicken excellent savory dish in itself, but exacerbates the spiciness of the prawn masala . the mix of spices with the vegetablebased seasoning added subtlety, and the lamb paired well with the fragrant lemon herb rice. dessert] + sweet cheese patties not sure if my expectations had just built up too high over the meal or if the dessert is too advanced for me, but despite the intrigue of rose water i think this was my least favorite. the cheese itself had a limp texture and tasted in between savory cheese and dessert, and the conglomerate of cream nut cardamom floral added to the confusion for me. + pistachio barfi as a whole it tasted like an artisan dark chocolate however it was too sugary, which overshadowed any fascinations from cashew milk and hibiscus. dranks] ++ mango lassi good mango flavor, easy to drink and not too thick. with the tagline urban south indian dining with a californian sensibility , dosa exemplifies the unique and delicious globallocal theme that takes the fusion concept to the next level. presentation is onpoint instagramworthy for the most partfrom the giant fluffy channa bhatura bread that always catches your eye as it passes by your table, to the fine diningesque display of beet croquettes on a wooden board with a magenta smear. i actually like how there is also a mix of more plain presentation, such as the vegetable korma in the traditional indian bowl, which tones down any pretentiousness. ambiance is swanky, with extremely dim lighting if good food pictures are a priority, i strongly recommend coming for a sunny brunch instead . the tall ceilings with a half second level and bar along one side reminds me of nopa. although service was friendly, i must say my main gripe overall was the slowness we arrived at and left at o.o which meant extra needed for parking they only validate ironically, the server checked in with us several times to ask if our round of apps entrees had arrived, and our answer was that none or only one had come. she also took forever on the mango lassi when boo was breathing fire from the spiciness. pro tip although the menu is extensively notated with dairy egg gluten nut free vegan, it lacks spiciness warnings. if you cannot handle spicy, i suggest avoiding anything that says curry leaves and or prophylactically getting yourself a glass of mango lassi."
32,Nipun S.,1118,5,6/12/16," stars for sure. the number of stars reviews that i write have gone down sharply since i have started writing more reviews. i try to reserve them for something special and unique. this place deserves stars for its combination of wonderful food and amazing ambience. i can nearly say that this place has the best ambience amongst the indian restaurants that i have been to in the us, till now. for people of indian origin, i would recommend this place for taking nonindian friends out to and especially if you have to take your parents or relatives out for a meal. this will definitely be a place that will leave a good impression. for everyone, this is the kind of ambience and food that i want every indian place should have. gets busy over the weekend so make a reservation. now that i have commented enough about other things let us get to the food. appetizers order the fried idllis, and chennai chicken. both are nice and good. main course being named dosa, we had to try some dosa's and they turned out to be pretty good. over two visits we have tried mung dosa, rava dosa, and paneer dosa. i liked the mung and rava dosa more than the paneer dosa. we tried some other entrees also really loved the prawn masala and the channa bhatura. if you do not want to have a dosa i would recommend either of these two. both had wonderful flavor. sweets ras malai was good. mango lassi was also good. enjoy the food and the environment."
33,Michelle L.,1118,4,1/6/16,"i was first introduced to the restaurant by the bf over a year ago. & since then i have been back numerous times. i kid you not this is his favorite restaurant! we threw his surprise th birthday dinner here because that is how much he loves dosa! i will not lie, the menu could be a little overwhelming for first timers. they give these complimentary bombbb crisps to start and they are so addictive! we have tried a bunch of their dishes but their menu is quite large. we have barely touched base on it. some of my faves are duck tacos it was too spicy for some of the lads so i had them all to myself lol chennai chicken samosas prawn masala sweet potato & white truffle masala i want to go back to dosa now after writing this review!!!"
34,Stephanie C.,1118,4,12/23/15,"a friend of mine made a reservation for a girls' night here and the ambiance definitely fit the bill! the decor and lighting make the place feel super upscale yet warm, somehow. loved that! onto the food be forewarned that if you have a palate that is slightly sensitive to spice, most of the items we ordered had a low heat that built up over the course of the meal. i personally love spicy, but i had friends who wished they would been warned about the spice on the menu beforehand. the menu was a bit overwhelming so we followed the recommendations of our waiter. would order again prawn masala the thick, flavorful yummy sauce! the prawns ! everything about this dish was just so good. a decentsized portion, too it came with large prawns yes.i counted. chennai chicken i would describe this dish as flavorful chicken tenders served with a yogurt sauce and onions. very shareable, good for a small group to split! masala dosa of course you have to order a dosa when you come to dosa! this was my first time trying one, and i loved the concept of various dipping sauces. i was underwhelmed by the south indian moons a sampler of uttapams because they all kind of tasted the same. if i were to return, i would stick with the dosas, appetizers, and entrees!"
35,Brian P.,1118,5,11/22/15,"the wait was super long on a friday night but it was worth it. we got the truffle masala dosa, frankly tacos this i would only give a . for and the prawn masala curry. the dosa and masala curry was out of this world good. wish they started this in ny!"
36,Zareen A.,1118,2,5/11/15,"last night my family and i went out to eat at dosa on fillmore to celebrate mother's day. unfortunately our time at this restaurant was a major disappointment from start to finish, and will linger in our minds as one of the worst dining experiences we have ever had. prior to coming in we had made and confirmed a reservation through the dining room manager, dan, for fourteen people at seven thirty in the evening, yet when we arrived at the restaurant we were told that a reservation was made for only eight people by the host a man wearing a black hat and a goatee who had a very combative attitude and demeanor towards my uncle. we were told to wait and after some time we finally got a table for all of our party this negative incident set the tone for the rest of the evening which only got progressively worse as it went on. we started off with the chennai chicken for appetizers which had an extremely odd texture and a batter that was not particularly noteworthy and quite bland. the chicken biryani was flavorless, and did not taste at all like what a proper biryani should taste like. the prawn masala was passable however it was still very mediocre perhaps the most disappointing dish of all however, were the lamb chops which not only fell short of the proper marination but it also had a very off putting taste of raw and uncooked spices that made the dish highly unenjoyable for our palettes. the food that we ate at this restaurant was so unexceptional,forgettable and flavorless that we would never even think of considering to come back to this place. the chef if there is one needs proper training to bring out the delectable flavors that are commonly found in great indian cuisine.pseudo concoctions of spices, are not acceptable in an establishment where the prices are so lavishly expensive. we have no problem paying any amount provided that the food is in par with the prices being charged. while our waiter forest was attentive and did his job well, what we found to be even worse than the food at this restaurant was how we were treated towards the end of our meal. we completed eating our meal, but my father was still finishing his drink of gin and tonic when we were abruptly and quite rudely told to leave by the host who was a gentleman wearing a black hat and had a goatee, because apparently according to him there were too many people waiting to be seated and we were occupying space . we were absolutely flabbergasted by the way that we were treated no one should be disrupted from their dining experience and be told to leave and especially not when it was obvious that we were clearly not done and ready to go. considering the exorbitant amount of money we payed to eat here . , the host service and food that we received was not acceptable on any level. while the ambiance at this restaurant was beautiful, the subpar food combined with the disrespectful way that we were treated has left us with a very bad taste in our mouth and we will not be returning in the future. this is very typical of an absentee owner anjan mitra who is ambitious to expand his empire without any desire or passion to maintain and perfect the establishments that he already has. i highly recommend that the owner should retrain his staff and read the book setting the table by danny meyers, which is a must read for all of the staff in order to fully grasp and understand the basic and critical nuances of the hospitality industry."
37,Angela R.,1118,4,5/1/15,"i'm a fan of dosa in the mission and equally a fan of the one on fillmore. the interior space is stunning high ceilings and gorgeous artwork. i would recommend the seared scallops to start holy heck, were these good , and the prawn masala . throw in a bhatura for good measure. they have no beer on tap, but do have a decent bottled selection. also, the cocktails are fantastic. give dosa a shot for a lovely date night + movie at the kabuki!"
38,Aletta H.,1118,5,3/21/15,"paired with coconut rice, the prawn masala meets your wildest curry dreams. if you do not have those dreams, you will after dining here . the mandarin lentil salad is a fresh way to start your meal, along with glasses of light and airy pinot blanc. we sat at the bar and received menu recommendations from an bartender who looked like dwayne johnson. no complaints. the atmosphere is upscale trendy. we admired the the colorful jellyfish lights that dazzle the front area of the restaurant. the fillmore concert hall is a five minute walk from dosa, so you can enjoy a contemporary indian meal before a show."
39,Aman B.,1118,4,3/11/15,"we ordered the keema dosa, prawn masala , channa batura and the hyderabadi chicken biryani. the dosa with keema combo is spot on. prawn sauce is great with naan or other breads and the chicken biryani is solid."
40,Pim H.,1118,5,3/9/15,"i love white truffle dosa here. the prawn masala and halibut moilee are fantastic. i accidentally ate a chili pepper and the staff was super nice. she gave me the mango lasi which effectively removed the burn in my mouth. everything is fantastic here starting from location, atmosphere, restaurant decoration, food, and staff."
41,Neil S.,1118,5,10/21/18,"really enjoyed dosa on fillmore. it felt like a modern spin on indian food. the food was all delicious. had the paper masala dosa , which was great. mango lassi was really thick, maybe a little too thick, but really good. rasmalai was great. will definitely go back."
42,Karan A.,1118,2,10/14/18,"we have had three truly awful experiences at dosa after a few years of consistently decent food. this last one, today, was unfortunately strike three and we do not think we will be coming back. the food was incredibly spicy. not hot, but uncomfortably spicy and i can handle spice relatively easily. the service was aok. we ordered one appetizer and two entrees and while the appetizer was , both entrees were paper masala dosa as well as the egg curry with paratha. it is been hours since i ate this stuff and i still have heartburn. for the prices they charge, the meal was totally not worth it. i know their drinks are good, but for a cocktail is also kinda ridiculous if you want to have more than one drink. so, no thank you. we will not be coming back!"
