review_id,business_id,entities,sentence,len
14,1118,[],"and then she crumpled the old bill right in front of us, do not know if that was really required to be done! in comes brittany with the dessert oh the horror!!",0
14,1118,"[('head', 78, 82)]","she placed one dessert in front of us rudely she could have dropped it on our head if she could have had her way and made a statement you talked to my manager, your bill will come in soon and just walked away",1
14,1118,"[('desserts', 83, 91)]",and then she comes back with another one and leaves with a statement hope the free desserts make up for your concerns,1
14,1118,"[('coffee', 123, 129)]",hello why the hell do people think that customers complain to get free stuff oh and she did come in again to offer chai or coffee which she said was on her,1
14,1118,[],"well dear brittany, after the experience i would not even had water if it was on you coming from india, i always thought america offers a different standard of service to customers",0
14,1118,[],"but dear dosa management, believe me i realise now that tiny hearts and money minded businesses are incapable of offering anything more than a product",0
14,1118,[],"please keep your free stuff to yourself, if you can offer anything do offer some warmth in your cold little place! to mr anjan thanks for your revert but it just reaffirms your attitude towards the whole incident! we are not looking for your free stuff so please keep the offer to yourself",0
14,1118,[],would have been happier to see your revert say we would offer impeccable and warm service!,0
31,1118,[],"a fancy indian place in japantown given sf's trends of overpriced food, i was a skeptic but got lured by restaurant week, when i found dosa to be the only place with a worthwhile menu",0
31,1118,"[('salad', 68, 73)]","while most other restaurants feature the anticlimatic addition of a salad and a brownie for a course meal, dosa became an adventurous feast through spices and creative cooking",1
31,1118,"[('chips', 17, 22), ('complimentary chips', 42, 61)]","small plates] ++ chips you start off with complimentary chips, and it is unlike anything i've ever eaten before",2
31,1118,[],"it is light, crispy, and has a handful of seeds thrown in",0
31,1118,"[('chennai chicken', 3, 18), ('expertly roasted chicken', 23, 47), ('contrasting', 114, 125)]","++ chennai chicken the expertly roasted chicken maintains a savory juiciness while imparting strong smokey tones, contrasting boldly with the cool cucumber and yogurt sauce",3
31,1118,"[('salad', 26, 31)]","++ sprouted mung & paneer salad the varied landscape of flavors was noteworthy, but the texture was truly outstanding",1
31,1118,"[('chewy coconut', 67, 80), ('crunchy pomegranate', 82, 101), ('arugula', 115, 122)]","this dish deserves some mindful eating to fully appreciate how the chewy coconut, crunchy pomegranate, and springy arugula simultaneously influence the sprouted mung bean, which ends up tasting more crispy or soft depending on what ends up in that particular forkful",3
31,1118,[],"the paneer is interestingly akin to tofu, and i enjoyed the pure taste in contrast to the more pungent versions i usually see",0
31,1118,"[('beet croquettes', 3, 18), ('creamfree', 70, 79)]","++ beet croquettes the sophisticated take pulls off a vegetablebased, creamfree, extra creamy croquettes",2
31,1118,"[('nuts', 99, 103), ('curry', 105, 110), ('cranberry chutney', 118, 135)]","not only does the blend of several vegetables create a palatable base the incorporation of spices, nuts, curry, and a cranberry chutney adds extra layers of complexity",3
31,1118,[],curries etc,0
31,1118,[],"] +++ nagai vegetable korma i chose this somewhat as a chore so we could eat our veggies, knowing that vegetable dishes typically pales next to meat dishes even at state bird! but we even the boo who is usually carnivorous were blown away",0
31,1118,"[('cuisine combined', 48, 64), ('potatoes', 101, 109)]",the perfect spice blends of ageold south indian cuisine combined with novelty vegetables like marble potatoes and romanesco creates a dish that looks modest but synergistically showcases the magic of fresh produce and ethnic cooking,2
31,1118,"[('californian', 4, 15), ('goan prawn', 18, 28), ('shrimp per person', 81, 98), ('shrimp', 134, 140)]","how californian + goan prawn masala i was unimpressed by the portion size of one shrimp per person, and that these were standardsized shrimp and not prawns",4
31,1118,[],"the marsala is constructed from distinctly fresh ingredients, but was dominated by the fiery spiciness",0
31,1118,"[('roasted masala lamb shank', 4, 29), ('leg', 111, 114), ('lamb', 120, 124)]","+++ roasted masala lamb shank in an era when fine dining consists of abstractly small portions, this ginormous leg of a lamb was a surprise and well worth the extra charge",3
31,1118,"[('chennai chicken', 109, 124)]","the hour slow braising resulted in falloffthebone tender and had a similar pervasively roasty flavors to the chennai chicken excellent savory dish in itself, but exacerbates the spiciness of the prawn masala",1
31,1118,"[('lamb', 76, 80), ('lemon', 111, 116), ('rice', 122, 126)]","the mix of spices with the vegetablebased seasoning added subtlety, and the lamb paired well with the fragrant lemon herb rice",3
31,1118,"[('sweet cheese patties', 11, 31), ('rose', 171, 175)]","dessert] + sweet cheese patties not sure if my expectations had just built up too high over the meal or if the dessert is too advanced for me, but despite the intrigue of rose water i think this was my least favorite",2
31,1118,"[('cheese', 4, 10), ('cream', 110, 115)]","the cheese itself had a limp texture and tasted in between savory cheese and dessert, and the conglomerate of cream nut cardamom floral added to the confusion for me",2
31,1118,"[('cashew milk', 138, 149)]","+ pistachio barfi as a whole it tasted like an artisan dark chocolate however it was too sugary, which overshadowed any fascinations from cashew milk and hibiscus",1
31,1118,[],"dranks] ++ mango lassi good mango flavor, easy to drink and not too thick",0
31,1118,"[('californian', 50, 61)]","with the tagline urban south indian dining with a californian sensibility , dosa exemplifies the unique and delicious globallocal theme that takes the fusion concept to the next level",1
31,1118,"[('channa bhatura bread', 79, 99), ('beet croquettes', 192, 207)]","presentation is onpoint instagramworthy for the most partfrom the giant fluffy channa bhatura bread that always catches your eye as it passes by your table, to the fine diningesque display of beet croquettes on a wooden board with a magenta smear",2
31,1118,[],"i actually like how there is also a mix of more plain presentation, such as the vegetable korma in the traditional indian bowl, which tones down any pretentiousness",0
31,1118,[],"ambiance is swanky, with extremely dim lighting if good food pictures are a priority, i strongly recommend coming for a sunny brunch instead",0
31,1118,"[('ceilings', 9, 17)]",the tall ceilings with a half second level and bar along one side reminds me of nopa,1
31,1118,[],"although service was friendly, i must say my main gripe overall was the slowness we arrived at and left at o",0
31,1118,[],"o which meant extra needed for parking they only validate ironically, the server checked in with us several times to ask if our round of apps entrees had arrived, and our answer was that none or only one had come",0
31,1118,[],she also took forever on the mango lassi when boo was breathing fire from the spiciness,0
31,1118,"[('egg', 60, 63), ('nut free vegan', 71, 85)]","pro tip although the menu is extensively notated with dairy egg gluten nut free vegan, it lacks spiciness warnings",2
31,1118,"[('curry', 66, 71)]","if you cannot handle spicy, i suggest avoiding anything that says curry leaves and or prophylactically getting yourself a glass of mango lassi",1
31,1118,[],,0
45,1118,[],"dosa on fillmore, san francisco april by maggiesfoodjournal from start to finish, the experience here was a day to remember",0
45,1118,[],"our server, pj was friendly and cheerful",0
45,1118,[],she did not rush us to order and at the same time was very helpful,0
45,1118,[],"after we had sat down, pj brought a serving of papadum",0
45,1118,"[('crisp', 12, 17), ('chips', 19, 24)]","these thin, crisp, chips with popping flavours were a hit at our table",2
45,1118,[],our orders paper masala dosa dosa is a kind of pancake its main ingredients are rice and urad beans,0
45,1118,[],dosa is a south indian dish popular all over the indian subcontinent,0
45,1118,"[('potato', 58, 64), ('dips', 75, 79)]","this large, thin, pliable, crispy, thin cracker came with potato and other dips",2
45,1118,"[('potato', 15, 21), ('onions', 34, 40)]",of rava masala potato masala with onions and cashew,2
45,1118,"[('crispy semolina wheat', 65, 86)]",it had the perfect spice and heat an excellent marriage with the crispy semolina wheat dosa,1
45,1118,"[('lamb', 3, 7)]",of lamb 'keema' three of us ordered this item,1
45,1118,"[('lamb', 63, 67)]",the plain dosa was a genius way to accompany the spiced minced lamb,1
45,1118,[],of mango lassi all of us had the mango lassi,0
45,1118,[],i am not a big fan of yogurt but i like mangoes so this gives me a chance to combine the two together,0
45,1118,[],it is not too sweet and well balanced,0
45,1118,"[('coffee', 10, 16), ('coffee', 21, 27)]",of madras coffee the coffee seeds are shadegrown and brewed with chicory,2
45,1118,[],"gladly, i did not taste the chicory but i could use more sugar in my drink",0
45,1118,[],,0
45,1118,[],of ambience of,0
58,1118,[],"a cozy yet casual, intimate yet fun place and experience",0
58,1118,[],i came with two girl friends on a monday night around and were seated immediately by the window,0
58,1118,"[('sliders', 270, 277), ('beef patties', 298, 310)]","we stuffed ourselves and i am now a fan of dosa and am so so glad that the x list brought me here! good things so pretty much everything we ordered appetizer vada pav veggie slider okay so the name really does not do it justice, mostly because i love meat and think all sliders should be made with beef patties, but this was so flavorful and delicious",2
58,1118,[],the bun is sweet and the caramelized onions provide a nice contrast to the dry but perfectly seasoned potatoes,0
58,1118,"[('spicy chili', 45, 56), ('butter', 89, 95)]","the dish comes with gunpowder, which is this spicy chili powder that you mix with melted butter to form a chili spread",2
58,1118,[],it is really fun to make haha,0
58,1118,[],btw this is also super spicy,0
58,1118,[],main courses channa bhatura probably my favorite indian dish ever,0
58,1118,"[('gigantic fried', 5, 19)]","this gigantic fried, puffy dough comes out and hot steam actually comes out when you tear into it",1
58,1118,"[('bread', 47, 52), ('chickpea', 85, 93)]",it is such a wonderful sight! then you dip the bread into this wonderfully flavorful chickpea dish and you can expect what my roommate calls a food baby for the rest of the evening,2
58,1118,[],so worth it,0
58,1118,[],"i've had this dish at vik's chaat in berkeley, but the puffy thing is overly greasy there",0
58,1118,[],it is actually quite light and flavorful here,0
58,1118,[],"paper masala dosa this is what i came to try, the infamous paper masala dosa",0
58,1118,[],"it is actually humungous so, if you can visualize, three girls at the smallest table possible with the giant bhatura and now this long dosa too",0
58,1118,"[('potato', 170, 176), ('sauces', 223, 229), ('tomato sauce', 240, 252), ('coconut sauce', 259, 272)]","i think we were in a little over our heads when we ordered so our waiter advised us on how to eat this, by tearing off a piece of the crispy dosa and dipping it into the potato mixture and then dipping it into one of three sauces sambar, a tomato sauce and a coconut sauce",4
58,1118,[],"we ended up mixing and matching everything on our table, which was an extremely pleasant experience for our tastebuds haha",0
58,1118,[],"the only complaint about this dish is that the dosa itself is a little salty, so dipping it is kind of necessary to offset the saltiness",0
58,1118,[],"dessert rasmalai i do not know how we managed to do this because we basically had carbs for our entire meal, but we ended up picking this",0
58,1118,"[('panna cotta', 83, 94), ('cheese', 110, 116), ('rosewater', 122, 131)]",it is a surprisingly light dessert even though it is creamy and has the texture of panna cotta but is made of cheese! the rosewater fragrance is really nice and the pistachios add a great texture,3
58,1118,[],perfect way to end such a heavy meal,0
58,1118,[],the total came out to be after tax and tip,0
58,1118,[],the best part was probably our waiter who explained how to eat everything haha,0
58,1118,[],definitely coming back to try all the other different dosas,0
58,1118,[],and to have something with meat,0
58,1118,[],,0
75,1118,[],"i brought my family who was visiting for philadelphia on a saturday night, and the ambiance looked promising",0
75,1118,[],first off we were not even provided a drink menu,0
75,1118,"[('fries', 57, 62), ('sprouts', 82, 89)]","we ordered an assortment of shared plates including idli fries, vada pav, brussel sprouts, and avocado bhel",2
75,1118,[],"we spoke with the waitress letting her know that my wife was allergic to chickpeas, she confirmed with the chefs and informed us that she could have everything except the vada pav",0
75,1118,"[('chickpeas', 31, 40)]","turns out the avocado bhel had chickpeas, which we informed our waitress about and later spoke with the manager about",1
75,1118,[],manager then confirmed that the rest of our dosas and uttapam order will have no chickpeas,0
75,1118,[],"ridiculously, everything contained it",0
75,1118,"[('chickpeas', 16, 25), ('chickpeas', 55, 64)]","the sambhar has chickpeas, the dosa potato filling had chickpeas",2
75,1118,[],the manager confirmed with the chefs and they blatantly lied and denied that there was chickpeas,0
75,1118,[],the manager had to show the actual split chickpeas in the filling before they accepted it,0
75,1118,[],plain ridiculous and unacceptable,0
75,1118,[],our waitress was also very slow and did not check up on us,0
75,1118,[],we accidentally spilled water and despite staring right at us did nothing to help,0
75,1118,[],which for a high end establishment is just plain wrong,0
75,1118,[],"apart from those major issues, the overall food was pretty average",0
75,1118,"[('sauces chutneys', 167, 182)]","shared plates were good, but the dosas were standard indian fare, could not taste any pear flavor in the pear masala dosa, the uttapams were not fully cooked, and the sauces chutneys were subpar",1
75,1118,[],if you are looking for modern indian cuisine there are many better options in the city,0
75,1118,[],dosa was very disappointing and i would not recommend it,0
75,1118,[],,0
97,1116,[],"there has to be a reason why there is always a line out the door, why people are willing to wait up to minutes just to get inside, why there are thousands of raving reviews",0
97,1116,"[('buns', 27, 31)]",and that reason is morning buns,1
97,1116,"[('lemon', 8, 13)]",and the lemon cream tart,1
97,1116,[],and the savory scone,0
97,1116,"[('lemon', 8, 13)]",and the lemon bar,1
97,1116,[],it was our first time here and we did not know what to expect,0
97,1116,[],"obviously parking in the city is tough, but we found a meter a few blocks away",0
97,1116,[],"we got there around am, so i was worried about the wait",0
97,1116,[],"the line wrapped around the corner, but it went by quickly",0
97,1116,[],it was longer by the time we left,0
97,1116,[],the employees were kicking ass with the never ending line,0
97,1116,[],they got us in and out quickly and painlessly,0
97,1116,"[('buns', 57, 61)]",we had to stop ourselves from ordering more than morning buns,1
97,1116,[],"i had read tons of yelp reviews raving about those delicious pastries, and i knew that i had to try one",0
97,1116,[],or five,0
97,1116,"[('lemon', 20, 25), ('lemon', 43, 48)]",we also picked up a lemon cream tart and a lemon bar because my boyfriend absolutely loves all things lemony,2
97,1116,[],"man, that tart was just heavenly so smooth, so creamy, so decadent",0
97,1116,"[('lemon', 4, 9), ('pine nut crust', 69, 83)]","the lemon bar was the perfect combination of tart and sweet, and the pine nut crust was so buttery and crumbly",2
97,1116,[],"with all this sweetness, we also picked up a savory scone for some salty counterbalance",0
97,1116,[],"my god, what a clutch decision to get that scone",0
97,1116,[],it was probably the best scone i had ever had in my life,0
97,1116,"[('bacon', 192, 197)]","i was initially hesitant about trying it because scones are usually too dry for my liking, but this bad boy was buttery and moist from the cheese and it packed a helluva flavor punch from the bacon",1
97,1116,[],i'm salivating just thinking about it,0
97,1116,"[('box', 43, 46)]","everything tasted amazing fresh out of the box, and they surprisingly held up well after a day or two, so we had a wonderful treat for our trip home",1
97,1116,[],"totally worth the wait, i'm looking forward to trying everything else!",0
120,1116,"[('sidewalk', 75, 83)]",we landed here at about am on a saturday to a nontrivial line out onto the sidewalk that only got longer with time,1
120,1116,"[('ham', 71, 74), ('onion', 176, 181), ('cheese pastry', 186, 199), ('lemon cream', 202, 213), ('banana cream', 224, 236)]","we ended up purchasing a great variety of pastry, including a slice of ham and leek quiche , frangipane croissant, morning bun, pain au jambon hamandcheese croissant , gougere onion and cheese pastry , lemon cream tart, and banana cream tart per the many, many recommendations here",5
120,1116,[],may have gotten a few more pastries i cannot recall,0
120,1116,[],this was definitely not a cheap excursion,0
120,1116,[],"these pastries ran us north of , tax included",0
120,1116,[],"that said, most everything was good, and several were great",0
120,1116,"[('sorry vegans', 120, 132), ('contain cheese', 147, 161)]","the gougere was a surprise hit, flaky, pungent with onion but not overpowering, and probably a good bet for vegetarians sorry vegans, i think they contain cheese",2
120,1116,[],the quiche and hamandcheese croissant were both very solid,0
120,1116,"[('banana cream', 54, 66)]","as i expected from reading the many reviews here, the banana cream tart was far and away the star of the show",1
120,1116,[],"deliciously pudding custardy texture not too sweet or too bland, but exactly right",0
120,1116,"[('banana cream', 34, 46)]","i noticed they have full piesized banana cream tarts as well something to explore later, i think",1
120,1116,"[('lemon', 11, 16)]","sadly, the lemon tart was the biggest miss",1
120,1116,"[('lemon', 35, 40)]",bland and did not really have much lemon flavor,1
120,1116,[],give it a pass,0
120,1116,[],"i did not find all pastries to be uniformly amazing, the prices were steep, and nobody enjoys waiting in line",0
120,1116,[],"if it were not for those issues, this place would have gotten stars from me",0
120,1116,[],"also, since this is the mission, there is no parking to be had either",0
120,1116,[],"i will probably be back sometime in future, but unless you are a local with time to kill standing around in line without having to worry about parking, this is not an everyday visit kind of place",0
120,1116,[],,0
125,1116,"[('sidewalk', 75, 83)]",we landed here at about am on a saturday to a nontrivial line out onto the sidewalk that only got longer with time,1
125,1116,"[('ham', 71, 74), ('onion', 176, 181), ('cheese pastry', 186, 199), ('lemon cream', 202, 213), ('banana cream', 224, 236)]","we ended up purchasing a great variety of pastry, including a slice of ham and leek quiche, frangipane croissant , morning bun, pain au jambon hamandcheese croissant , gougere onion and cheese pastry , lemon cream tart, and banana cream tart per the many, many recommendations here",5
125,1116,[],may have gotten a few more pastries i cannot recall,0
125,1116,[],this was definitely not a cheap excursion,0
125,1116,[],"these pastries ran us north of , tax included",0
125,1116,[],"that said, most everything was good, and several were great",0
125,1116,"[('sorry vegans', 120, 132), ('contain cheese', 147, 161)]","the gougere was a surprise hit, flaky, pungent with onion but not overpowering, and probably a good bet for vegetarians sorry vegans, i think they contain cheese",2
125,1116,[],the quiche and hamandcheese croissant were both very solid,0
125,1116,"[('banana cream', 54, 66)]","as i expected from reading the many reviews here, the banana cream tart was far and away the star of the show",1
125,1116,[],"deliciously pudding custardy texture not too sweet or too bland, but exactly right",0
125,1116,"[('banana cream', 34, 46)]","i noticed they have full piesized banana cream tarts as well something to explore later, i think",1
125,1116,"[('lemon', 11, 16)]","sadly, the lemon tart was the biggest miss",1
125,1116,"[('lemon', 35, 40)]",bland and did not really have much lemon flavor,1
125,1116,[],give it a pass,0
125,1116,[],"i did not find all pastries to be uniformly amazing, the prices were steep, and nobody enjoys waiting in line",0
125,1116,[],"if it were not for those issues, this place would have gotten stars from me",0
125,1116,[],"also, since this is the mission, there is no parking to be had either",0
125,1116,[],"i will probably be back sometime in future, but unless you are a local with time to kill standing around in line without having to worry about parking, this is not an everyday visit kind of place",0
125,1116,[],,0
134,1116,[],"have you ever seen that meme from futurama where fry yells, shut up and take my money! while waving a handful of cash that is literally how i feel every time i step into tartine",0
134,1116,[],"because my apartment is only a few blocks away, this is actually very dangerous",0
134,1116,[],almost as dangerous as cliff jumping or shark diving,0
134,1116,[],except i go like once a week,0
134,1116,[],so yeah,0
134,1116,[],"sometimes, i just feel like i deserve a pat on the back for being such a daredevil, you know morning bun",0
134,1116,"[('cinnamon roll', 56, 69)]","stars the perfect marriage of a classic croissant and a cinnamon roll, this pastry is what tartine is best known for",1
134,1116,"[('cinnamon', 79, 87), ('orange', 93, 99)]","think of a flaky croissant dough that is been rolled up and topped with sugar, cinnamon, and orange zest",2
134,1116,[],these will be sold out come afternoon though a blessing in disguise since they are best eaten fresh,0
134,1116,"[('banana cream', 0, 12)]",banana cream tart,1
134,1116,[],"for for stars i've always been a sucker for banana flavored pastries, and this one is no different",0
134,1116,"[('bananas', 4, 11), ('cream', 26, 31)]","the bananas are ripe, the cream is succulent, the tart is flaky",2
134,1116,[],perfectly balanced out with thin slivers of bitter dark chocolate,0
134,1116,[],croissant,0
134,1116,[],stars the first thing you realize about a tartine croissant is its ginormous size,0
134,1116,"[('burnt', 68, 73)]","the second is the dark brown exterior, almost to the point of being burnt",1
134,1116,[],do not worry though this means it is more flavorful,0
134,1116,[],"the moment you hear that crunch and crackle while digging your teeth into this treat, you know you are in for a good time",0
134,1116,[],chocolate eclair,0
134,1116,[],stars a standard eclair that is excellently done,0
134,1116,"[('vanilla cream', 12, 25)]",packed with vanilla cream and glazed with luscious valhrona chocolate,1
134,1116,[],pure decadence,0
134,1116,[],frangipane croissant,0
134,1116,"[('almond', 33, 39), ('cream', 76, 81), ('pastry cream', 118, 130)]","stars tartine's rendition of the almond croissant is filled with frangipane cream, which is composed of brandy syrup, pastry cream, and almonds",3
134,1116,[],"to finish, it is topped with powdered sugar and more crunchy almonds",0
134,1116,"[('ham', 0, 3)]",ham quiche,1
134,1116,[],stars a solid savory option to balance out all the sugar,0
134,1116,[],the body of this quiche is light and silky,0
134,1116,"[('banana cream', 52, 64)]",i'm pretty sure they use the same crust here as the banana cream tart so good,1
134,1116,"[('bread', 0, 5)]",bread pudding,1
134,1116,[],small,0
134,1116,"[('bread', 35, 40)]","large stars served piping hot, the bread pudding was my least favorite of the bunch",1
134,1116,[],"although i did enjoy the tartness of the fruits, i thought the pudding itself was too mushy",0
134,1116,[],this offputting texture made it feel like i was eating scrambled eggs,0
134,1116,[],,0
167,1116,"[('sidewalk', 75, 83)]",we landed here at about am on a saturday to a nontrivial line out onto the sidewalk that only got longer with time,1
167,1116,"[('ham', 71, 74), ('onion', 175, 180), ('cheese pastry', 185, 198), ('lemon cream', 201, 212), ('banana cream', 223, 235)]","we ended up purchasing a great variety of pastry, including a slice of ham and leek quiche, frangipane croissant, morning bun, pain au jambon hamandcheese croissant , gougere onion and cheese pastry , lemon cream tart, and banana cream tart per the many, many recommendations here",5
167,1116,[],may have gotten a few more pastries i cannot recall,0
167,1116,[],this was definitely not a cheap excursion,0
167,1116,[],"these pastries ran us north of , tax included",0
167,1116,[],"that said, most everything was good, and several were great",0
167,1116,"[('sorry vegans', 120, 132), ('contain cheese', 147, 161)]","the gougere was a surprise hit, flaky, pungent with onion but not overpowering, and probably a good bet for vegetarians sorry vegans, i think they contain cheese",2
167,1116,[],the quiche and hamandcheese croissant were both very solid,0
167,1116,"[('banana cream', 54, 66)]","as i expected from reading the many reviews here, the banana cream tart was far and away the star of the show",1
167,1116,[],"deliciously pudding custardy texture not too sweet or too bland, but exactly right",0
167,1116,"[('banana cream', 34, 46)]","i noticed they have full piesized banana cream tarts as well something to explore later, i think",1
167,1116,"[('lemon', 11, 16)]","sadly, the lemon tart was the biggest miss",1
167,1116,"[('lemon', 35, 40)]",bland and did not really have much lemon flavor,1
167,1116,[],give it a pass,0
167,1116,[],"i did not find all pastries to be uniformly amazing, the prices were steep, and nobody enjoys waiting in line",0
167,1116,[],"if it were not for those issues, this place would have gotten stars from me",0
167,1116,[],"also, since this is the mission, there is no parking to be had either",0
167,1116,[],"i will probably be back sometime in future, but unless you are a local with time to kill standing around in line without having to worry about parking, this is not an everyday visit kind of place",0
167,1116,[],,0
172,1116,[],"when i knew i was going to visit my gf in sf, i yelped around for bakeries, and remember there was a popular french bakery that was raved about in sf",0
172,1116,[],"i yelped around and right knew it had to be tartine since it had over , reviews",0
172,1116,"[('patisserie', 43, 53)]",and yes the pictures were just the type of patisserie i was looking for,1
172,1116,[],i was worried at first because i knew there would be a long crazy line but luckily when we went it was not that bad,0
172,1116,[],"i liked the atmosphere, small, but cozy and quaint",0
172,1116,[],simple and clean,0
172,1116,[],i was overwhelmed because everything looked so good and i wanted it all! i came here twice since first time they were out of a few things and i wanted to come earlier and really get the full experience,0
172,1116,[],_frangipane tart,0
172,1116,"[('almond cream', 23, 35), ('seasonal fruit', 41, 55)]","flaky pastry she will, almond cream with seasonal fruit",2
172,1116,"[('banana cream', 81, 93)]","this was the first thing i got when i came here, even though my heart wanted the banana cream tart",1
172,1116,[],"it looked good, but taste wise was a let down",0
172,1116,[],"it tasted average, and a bit try",0
172,1116,"[('almond', 66, 72)]",not as flaky or buttery and did not have much flavor besides just almond,1
172,1116,"[('fruit', 4, 9), ('berry', 37, 42)]",the fruit was i believe some type of berry,2
172,1116,"[('blueberry', 6, 15), ('boysenberry', 19, 30)]","maybe blueberry or boysenberry, which was not that sweet and the flavors did not really come through",2
172,1116,[],"for the price, this was not worth it at all",0
172,1116,"[('_banana cream', 0, 13)]",_banana cream tart,1
172,1116,"[('chocolate', 0, 9), ('caramel coated flaky pastry', 14, 41)]",chocolate and caramel coated flaky pastry,2
172,1116,"[('banana cream', 97, 109)]","because i was disappointed with the tart above, i decided to just follow my heart and go for the banana cream tart",1
172,1116,"[('banana cream', 188, 200)]","it was huge so i originally was afraid to eat it all by myself, since my gf cannot have too much sweets, but i'm on vacay so f it! so glad i ended up getting this, because it was the best banana cream tart i've had",1
172,1116,"[('banana cream', 23, 35)]","actually i never had a banana cream tart, just pie",1
172,1116,"[('bananas', 46, 53)]","the crust is more buttery, flaky and thickthe bananas were fresh, and they added a good amount",1
172,1116,"[('cream', 4, 9)]",the cream was a good ration and not too sweet,1
172,1116,[],the caramel inside was subtle and not too sweet but balanced the other flavors,0
172,1116,"[('chocolate', 4, 13)]",the chocolate inside seemed dark and rich,1
172,1116,"[('chocolate shavings', 33, 51)]",now this is worth the price! the chocolate shavings were amazing as well,1
172,1116,"[('chocolate chocolate', 17, 36)]",a must! _pain au chocolate chocolate croissant i came back second day for this but took this home with me back to la,1
172,1116,"[('toaster oven', 16, 28)]",i put it in the toaster oven and it was still good,1
172,1116,[],"this is a double chocolate croissant, so more chocolate",0
172,1116,"[('chocolate', 4, 13), ('milk chocolate', 65, 79)]",the chocolate seemed semi dark and a bit more rich and bold than milk chocolate,2
172,1116,[],"it was good, but chocolate croissant you can get anywhere, this is good if you just want that sweet pastry",0
172,1116,[],_morning bun,0
172,1116,"[('cinnamon', 0, 8), ('candied orange', 16, 30)]","cinnamon sugar, candied orange",2
172,1116,[],"a man in front of me said i had to get this, and i'm so glad i did",0
172,1116,"[('cinnamon roll', 52, 65), ('cinnamon', 86, 94)]","this was my other fave and a must! it tasted like a cinnamon roll, from the sugar and cinnamon, but definitely not as sweet",2
172,1116,"[('candied orange', 9, 23), ('orange', 93, 99)]","it had a candied orange flavor and paste, that was not too much but just enough to give that orange flavor",2
172,1116,"[('cinnamon', 27, 35)]",it brought out more of the cinnamon flavor,1
172,1116,"[('bread', 8, 13)]","and the bread itself was so flaky, buttery and soft",1
172,1116,[],i wish i got two of this because this is something i've never had before,0
172,1116,"[('ham', 16, 19), ('cheese', 24, 30)]",_pain au jambon ham and cheese croissant,2
172,1116,"[('smoked ham', 0, 10)]","smoked ham, gruyere",1
172,1116,[],"had this as well back home, popped it in the toasted over",0
172,1116,"[('ham', 4, 7), ('cheese', 35, 41)]",the ham was slightly salty and the cheese was not as gooey but i'm sure it would have tasted way better when i ate it fresh that day,2
172,1116,"[('butter', 24, 30)]",again the croissant was butter and the layers were just crisp throughout,1
172,1116,[],i also love how the croissants are very thick and huge,0
172,1116,"[('toasted oven', 33, 45)]",this pretty much touched the top toasted oven,1
172,1116,"[('cake loaf', 5, 14)]",_tea cake loaf,1
172,1116,"[('lemon almond', 0, 12)]",lemon almond,1
