index,text,business_id,stars,dish_name,date
10,"honestly, the met has been my favorite steakhouse for the past  years i went back today with my friends and we were all disappointed. it is just not as good as before anymore  we ordered - a dozen of oysters - calamari  - crab cake  - lobster mac & cheese  - clam chowder - caesar salad - filet mignon medium rare - top cap sirloin medium rare - boneless ribeye medium rare this is my order - new york strip medium rare - banana foster  too slow we waited for  minutes for our entree  im not talking about the old superpacked, - hour wait dinner night. i'm talking about a night with only about % tables occupied. it is not a full house night where all the seats were seated.  calamari they downsized the portion and it was not as flavorful as before  crab cakes the taste was alright but the texture was disappointing. the crab cakes were not holding on to each other.  lobster mac & cheese this was one disappointing dish  we could not taste the lobster in it probably because there were barely any lobster pieces in the dish.  overcooked boneless ribeye my ribeye was overcooked and it does not look like a ribeye  they had to make me a new one.  banana foster just as good as i remembered it was so good the sweetness of the banana plus cinnamon plus rum equals to perfecto. it is something you cannot go wrong i am not sure if i will be returning to metropolitan grill just yet. there are so many other restaurants i would like to try in seattle until next time",1122,2.0,Filet Mignon*,11/26/17
11,". rounding up anniversary dinners are great occasions for significantly increasing the food spending limit, to try what is never been tasted. valet parking was a little confused with where to take the car for valet parking, but it really is to drive up to the front of the restaurant. do not try parking in the biking lane, which is closest to the restaurant, but to the one next to it. did i semi-worry about getting rear ended, as i hesitantly parked in the next lane yes, i did. but not to worry. the valets are on the lookout and will make their way to you. as you see them disappear with your car, you will get a claim ticket, which you will need to show your waiter at the end of the meal and valet is not complimentary - expect a little over  charge on the your receipt. ambiance had a reservation, a few weeks in advance, and were surprised to be seated so slowly. the front was not as receiving as they could be, and i was a bit put-off by that, but when we were finally seated, our seats were nice. it is definitely a nice place, for a slightly old school romantic feeling, or just to entertain out of town guests to a pricier dinner. our waiter was very cheerful and in a friendly way explained what went into our meal. he gave us a lot of space to you know, take in the romantic atmosphere, and made sure our water glasses were filled. food let us break it down. complimentary bread came out warm with a scoop of butter. the bread was sour, but the texture was wonderful. soft on the inside, crunchy on the outside. good starter for the following. raw oysters -  oysters  were shigoku and i do not remember the other . but all were delicious were brought out with a side of their house cocktail sauce and a champagne mignonette. i liked the oysters as they were with a little squeeze of lemon love that fresh oyster taste, but adding a little bit of the champagne mignonette was pretty good. the mignonette complemented the oysters very well by providing a smidgen of acidity. i would not recommend using the house sauce, unless you want to mask some of the oyster taste. but the house sauce was not bad. it just did not complement as well as the champagne mignonette. brussels sprouts with kurobuta bacon - not crispy and pretty bland. there were some pieces that were okay, but overall, it was not worth getting. after the first bite of soft sprouts, i made a move towards the salt shaker it just did not get any lovin' from the bacon and there was no drizzle of sauce to explode with flavor. i have definitely had much better brussels sprouts at restaurants like aqua el gaucho] and ruth's. wagyu] snow beef with mashed potatoes] - i've never been able to say that beef tastes sweet until i tried this. it had an incredibly soft texture and was effortless to chew. it did not melt away as i cut into it, but it melted in my mouth. each bite was slow and with purpose i savored that little thing. i could tell that it came from a cow whose life was privileged. would i get it again the experience was not something i need to relive and the price was hefty for a taste of exclusivity, so no. but, the side of mashed potatoes were oh-so-delicious they were, clearly, freshly mashed and perfectly savory. right amount of everything. absolutely perfect with the beef. the roasted vegetables were also incredibly good. they were sweet and soft - also very good complements with the beef. american wagyu] filet mignon - i actually enjoyed the taste of this one more than the snow beef. it is also very soft, but with a more savory and meatier taste. he had a side of asparagus with it. the asparagus was okay, but nothing special. i would say to just go with the mashed potatoes. for dessert, we were eyeing the white chocolate coconut cake when our waiter arrived with a candle lit burnt cream. i did consider, for a second, to still order the cake, but rationality settled and i kept myself from doing so. the creme brulee was still very good. runnier than i would like, but with a nice torched layer of candy-like crust on top. had to give it a good tap to break the top. as a complimentary dessert, it was a satisfyingly delicious way to end the night. to close all of what i've just written. the total came out to be around  including valet and tip. justifiable hm. honestly, i would not consider it the best of our choices, but it was good for our one night. we had a lovely time.",1122,4.0,Filet Mignon*,11/19/17
12,"after a two month renovation, they opened again tonight and were right back on target the panko and almond crusted scallops were great the french onion soup was fantastic the mashed potatoes and filet mignon were so good, i could not even finish. i have some leftovers for tomorrow",1122,5.0,Filet Mignon*,8/14/17
13,"we walked in and were greeted by three employees. all very nice. our waiter walked us to our table and walked us through their menu and explained the desserts. another server came around at the perfect moments to fill our water cups. the restaurant is upscale - very nice. the food was delicious. i had the filet mignon with a side of melt in your mouth mashed potatoes. my filet mignon was medium well and it came with a side of aus jus that enhanced it big league or bigly  my fiance had the grilled salmon with a side of mashed potatoes. the salmon was huge and very well done. melt in your mouth deliciousness we ended our meal with a hard breaking decision of a dessert. we did not know what we wanted between the strawberry shortcake or the  layer cake. my girl decided to go the chocolate route so we got the  layer chocolate cake. great decision as it was amazing. it came with a side of locally made vanilla ice cream which is the best vanilla ice cream i've ever had. the cake was rich, smooth and very, very tasty. my fiance reminded me that it was our  year  month anniversary so i jokingly told her that the reason we came to the mg is to celebrate. do yourself a favor and bookmark this place so you come when you are in town.",1122,5.0,Filet Mignon*,5/28/17
14,"wow just wow this review is for when i was in seattle during july, went in on the th so there was no traffic and parking was simple and easy.  we had originally wanted to go to tilth but, they were closed for the fourth of july unfortunately. but oh man am i glad that they were closed, otherwise i would not have had the chance to eat at this glorious establishment.  place is very nice and fancy, very upscale steakhouse.  we had started with the steak tartare which was phenomenal, best steak tartare i have ever had in my life, everything about about it was just great  i had also ordered the french onion soup which was maybe not the best but still very good.  and then on to the main course which was the ohmi filet mignon , this was the most tender, buttery, and juiciest filet mignon i have ever had.  worth every damn penny.  suffice to say it was not a cheap meal.  had the usual baked potato as a side which is a must for me whenever i eat steak.  on to the service which was efficient, kind, helpful and quite speedy.  our waiter was like a psychic ninja.  had a great time here and am looking forward to another visit the next time i am in seattle.",1122,5.0,Filet Mignon*,5/26/17
15,"i've been here two times, once on a date and another this past weekend where i took my family out to dinner for mother's day. both times have been decent experiences where the service was great but the steaks themselves felt generic. since i went with  people this past weekend i was able to practically try their entire menu. from the top of my head we had for apps the seafood platter, calamari, crab cakes, lobster bisque. for entrees we had the filet mignon , the  day dry aged cap, ribeye, rack of lamb, dungeness crab fettuccini, chicken, and wagyu. for dessert we tried he cheesecake and banana foster. the steaks were hit or miss, everything that was not the filet mignon's felt a little tough and dry. considering i spent over  i expected the best steaks in town to be the best steaks in town. the chicken was overcooked and very dry but after we brought it up to our waitress she comped the chicken and gave us a free entree which my uncle decided to get the oz wagyu oz prime which was about  so that really made the service stand out. i loved how well she handled the situation and the mini history lesson with the banana foster guy was nice as well told us about how el gaucho was really el sloucho.lol. food was  and service was , would i go here again probably not unless it was free. but definitely worth trying at least once considering it is an iconic steakhouse in seattle",1122,4.0,Filet Mignon*,5/16/17
16,i had a filet mignon . it was cooked well. very tasty. the service was good and everyone was super polite and professional. i recommend this place. it is can be pricey.,1122,5.0,Filet Mignon*,5/11/17
17,"went for a special birthday celebration. the place was bustling and had tons of history and character. staff were friendly and really efficient even though it was pretty busy. we got the filet mignon , the walnut salad and some cocktails. everything was delicious and i cannot remember having a filet this good. price was very good for that type of venue and this quality of food.",1122,5.0,Filet Mignon*,4/26/17
18,"i had the filet mignon and it was the absolute best i've ever had. definitely worth the price the atmosphere is nice, not too casual but not too stuffy. and i would recommend making a reservation since it is a pretty popular spot with good reason also the waiter had the best personality and was very attentive.",1122,5.0,Filet Mignon*,3/26/17
19,the met was arguably the best filet mignon meal i've had.  excellent potatoes and vegetables as well.  great dessert menu.  excellent service.  not a stuffy environment at all and has old money look to it.  lot of great pics of celebrities who have dined there.  if back in seattle would definitely go out of my way to dine again,1122,5.0,Filet Mignon*,5/21/14
20,"great dinner  we started with lobster bisque, which was awesome.   split a green fields salad.  linda did alaskan king crab which she loved.  i went with skirt steak and a lobster tail.  talk about gluttony  our server, roger, was awesome  definitely recommend",1122,5.0,Dungeness & Alaskan King Crab Cakes,8/5/18
21,"i've been to the met twice - once for happy hour and once for dinner.  it was very, very good. between the two times i've been there i've tried the bacon-wrapped tenderloin skewers, dungeness & alaskan king crab cakes , prime teriyaki tenderloin bites, blackened prime rib, and filet mignon. both the bacon-wrapped tenderloin skewers and prime teriyaki tenderloin bites were incredibly good, very tender, and packed full of flavor.  the bacon was crispy and fatty and added really nice flavor to the steak.  it was borderline too much of a good thing, but i'm not complaining.  the teriyaki sauce on medallions had a nice sweet and saltiness - teriyakisteak is one of my favorite meat combos and this is up there with the best of that pairing i've had. the crab cakes are really good. you get a lot of grab and a nice mix of large chunks of crab and thinner pieces.  there is good moisture on the inside and a nice crispiness on the outside.  it is really good by itself, with a little lemon or the slaw and sweet sauce.  definitely check out if you like crab cakes . the filet mignon was unnecessarily tender - in a great way - i feel like you could cut through it with a butter knife.  it was a perfect medium rare, had a good charcrust - great seasoning.  it was probably the best filet that i've tried.  really good. the blackened prime rib - not my favorite.  the meat was very tender, it was cooked perfectly, but i found the seasoning to be just too overpowering.  the salt content on the rub was a little too much for what i like - and i usually season my steaks very well.  the meat was melt-in-your-mouth tender, bu tender but the crust kept me from loving it.  good flavor, just too much of it and a little too heavy-handed with the salt.  i probably would not order this specific style of prime rib again. beyond the food - the service was great.  the servers are really friendly.  the bar staff has some pretty good stories.  what is really cool about the met is it is history.  while daniel's has a great view of south lake union which i love, when you walk into the met you  immediately feel like you have teleported to an old-school steakhouse because you have and  you see the rich history on the walls with all the celebrities who have eaten there.  daniel's has something similar, but it is not nearly as expansive as the met.  food aside, it is awesome experience to eat there because of the history alone. if you have the money, want to spend it and want steak - go here.  i feel like it is at the top of the pyramid for just-try steakhouses in seattle.  it is the perfect combination of great food and rich history.",1122,4.0,Dungeness & Alaskan King Crab Cakes,5/24/18
22,"my parents were in town and wanted a nice meal. i tried a smaller restaurant i love that is now under new owners. as soon as we sat down it was a negative experience. i called the met from the table and they had room to take us. we paid for our drinks and left for the met. wonderful experience here from our waiter nick to the food and drinks. my parents loved it and were happy, full, relaxed and a little tipsy. lesson learned, not worth skimping. i've always had great food and service here and it is worth the price. i will return here on any special occasion for sure. we had lobster, a filet and alaskan king crab . everything was cooked perfectly, amazingly delicious and just what we all wanted. we topped it off with the chocolate lava cake and wow. so good. thank you for a great evening.",1122,5.0,Dungeness & Alaskan King Crab Cakes,11/26/17
23,"ambience  i appreciated the old-fashioned style this restaurant had, which honors its history. absolutely, classy and intimate. this spot is perfect for a fancy date night or celebrating an anniversary food  we ordered- the raw oysters on the half she will & dungeness & alaskan king crab cakes to start. was not disappointed, ate every bite and would recommend as well as reorder both for our entrees, i ordered the prime rib and my husband ordered the top sirloin. both steaks were cooked perfectly to our liking to end our meal we ordered the bananas foster which is cooked table side. make sure that you save room for dessert if you are a fan of bananas and caramel, this is the best way to end your meal. trust me, it will make your belly happy service  great service from beginning to the end. starting with the valet employees and ending with our friendly and kind waiter, along with the table side chef. overall  for me, metropolitan grill displayed everything that i look for in my dining experience pleasant ambience, great food, with even better service. i would highly recommend this restaurant",1122,5.0,Dungeness & Alaskan King Crab Cakes,2/13/17
24,"in seattle, my best friend and i dined at metropolitan grill in downtown. we ordered a lot of food and just shared everything. the dungeness & alaskan king crab cakes were large and full of sweet crab meat. it was served with a pear-jicama slaw, & sweet chili beurre blanc. the maine lobster bisque had a rich lobster stock, with a touch of heavy cream & cognac. the main course was our prime porterhouse. thhe  ounce steak was tender, well seasoned and grilled to perfection. on the side we added alaskan king crab legs, and let me tell you, this was the best part of my meal. i have never tasted crab legs so succulent & sweet as the ones from metropolitan grill. as side dishes, we had asparagus with bearnaise sauce, yukon gold potato cakes with creme fraiche, and lobster macaroni & cheese. the asparagus was good, but i would not order the potato cake & lobster mac & cheese again. the mac & cheese lacked lobster flavor in the base sauce.",1122,4.0,Dungeness & Alaskan King Crab Cakes,10/20/14
25,"rude waitress ranting alert- sue g.- you really left my date and i with a bad after taste with our dining experience. customer service can really make it or break it for any establishment, and sue g. ruined it for us. it is a tuesday april fools day and my boyfriend thought it would be sweet to take me out for great steak. we are both carnivores and love red meat, so of course we go to our favorite steak place-the metropolitan grill. the host at the door greeted us by opening the door, i was offered to get my coat checked in, and then we were seated in less than a minute. so far, so good our host that walked us to our table was great. he and my boyfriend shared small talk about the seahawks hoodie he had on. nice guy, very personable. it was not until sue became our waitress that things started going down hill at an exceptional speed. she introduced herself to us, but was not looking at us. she asked us if we would like anything other than water and my bf ordered a pepsi. she returns with pepsi but no water and leaves for a few minutes and returns with my water. ok not so bad just yet, she just was not as awesome as i was hoping but i'm there to eat amazing food so no big deal. she leaves for  minutes without asking us about appetizers or even dropping off any bread, still. no big deal. sue than returns and says, oh- have you been here before sue, that would have been a great question for us when you introduced yourself  minutes ago i reply, its been about a year. she gives us a brief run through, still not looking at us and leaves for  minutes still not suggesting if we wanted to start off with anything. i questioned my bf if she was quite all there. sue is back to take our order. we order the dunegeness and alaskan king crab cakes + prime new york  oz. peppercorn steak with the yukon potato cakes + prime  oz filet mignon with steak fries. i also request for a side of classic bearnaise sauce and i was not ready for the expression that sue gave me- she was flabbergasted, almost to the point of disgusted and says,  .uh, with peppercorn.uh okkkkk. i kid you not. my bf and i just look at each other in disbelief, did that lady just rudely judge me over some bearnaise sauce it was so completely rude and unprofessional if i'm paying + for two, i can drink my classic bearnaise and it should not be any of her concern on how i use it. she could have nicely recommended something else instead of looking at me like i was a idiot. hey, i love bearnaise sauce and i should not have to be ashamed. she leaves, finally returns with bread in hand. i was just so livid with her professionalism that i wanted to request for a new waitress, but i did not want to make a scene so we dealt with sue. got our food boxed up by another server. gave sue my discover card and asked if they accepted discover and she saysuh i do not see why not. lady-you are so unprofessional and down right rude. i apologize if you might have had a long day but i just want to eat in a non judgmental restaurant after my long day. amazing food, do not get me wrong. it was just sue g. that was horrible.",1122,1.0,Dungeness & Alaskan King Crab Cakes,4/2/14
26,"had another great dinner at the met. the wine steward was knowledgeable and helpful, and the willamette valley pinot was even better. our appetizers were the dungeness & alaskan king crab cakes - delicious and the metropolitan prawn martini - the prawns were huge. my prime filet mignon was perfectly cooked and also delicious. our server was great, not intrusive and very good timing. my only regret is that i did not have room for dessert",1122,4.0,Dungeness & Alaskan King Crab Cakes,10/18/12
27,"gee where do i begin with the met. this a great place to come for a damn good steak. i guess you could call it a high end steak house since you are paying over  for a juicy, tender and amazing piece of meat. i have been here a couple times and my favorite is the  oz. filet mignon by far, which cost . yes i said . probably some of the best money i have ever spent on a steak. the filet mignon was a thick cut piece of meat that melted in my mouth and the steak knife cut through it like butter. plus you get a delicious stack of mashed potatoes. yummy the bar also makes very strong long island iced teas whcih my mixed drink of choice. the second time i was here i decided to go all out and get the most amazing dungeness and alaskan king crab cakes , that cost , for the appetizer. talk about a food gasm. then i went ahead and got the biggest steak they had on the menu. i ordered the  oz. prime porterhouse steak that cost . it was so damn big to me it felt like something out of man vs. food and man won. lol. i some how gathered enough strength to finish this masterpiece of a steak along with the crab cakes and the potatoes. let us just say i was suffering form severe food coma after that dinner. it was a pretty epic night for me. that was the biggest steak i have eaten in my life.",1122,5.0,Dungeness & Alaskan King Crab Cakes,1/26/12
28,"while i'm not a huge steakhouse fan, my husband always picks this place for a nice dinner out. we have been here close to a dozen times now since we moved to seattle, by way of kansas city which is home to some really great steakhouses. one thing that is consistent is the service. always friendly and never stuffy. you can tell good service by how full your water glass stays. i've never seen our glasses get less than  full and for some reason, i never notice when these are actually filled. while the steaks are as good as daniel's or el goucho, and the sides equally delicious, what really sets this place apart is the table side apple pie dessert. the menus says its for two, but it can easily feed  or . if you are not a steak fan, you will be pleased with the non-steak dishes. the alaskan king crab legs are excellent, very fresh tasting, and nice size portions.",1122,4.0,Dungeness & Alaskan King Crab Cakes,9/18/11
29,"we went here for my boyfriends birthday. the place inside is like an oldies restaurant, and i loved it my boyfriend had steak since that is what they are known for, i cannot remember now which one he had, but let me tell you it was good. very good, and cut to perfection with a side of brocoli, the plate was so big, he could barely finish it. i ordered the alaskan king crab which i am happy i did. they were huge and so delish i had a side of potatoes and we were stuffed. of course we had to get desert, it was my bf bday. so we ordered the  layer chocolate cake with vanilla icecream, all which again delish the cake was huge with this tiny candle on top the service was great, the drink was good. the prices are high, but it is one of those places you just have to try.",1122,5.0,Dungeness & Alaskan King Crab Cakes,9/3/09
30,"the best traditional steak house in seattle. i use that word because of the familiar menu offerings, old-school decor and vibe, and uniformed waitstaff. for steak overall i still prefer bateau, but this is a great spot. i sampled the crab cakes, prime rib , and brussel sprouts. the crab cakes were phenomenal and had  different types of crab inside. the prime rib was good, but was surprisingly overshadowed by the roasted root vegetable sides sweet potato, carrot, parsnip that came with it. i was underwhelmed by the brussels after failing to convince my dining companion to get the creamed spinach. the desserts looked delicious, but massive. we saw a slice of the carrot cake that looked like a day's worth of food. may return just to try the cake.",1122,4.0,Prime Rib*,11/5/18
31,"had dinner there  with my daughter.  we both had the french onion soup, she had calimari while i had the prime rib , scalloped potatoes and creamed spinach.  to end, she had the carrot cake and i had the  layer chocolate cake. what a disappointment.  the best part of the dinner was the onion soup.  the calimari was slightly greasy, but the biggest problem was how salty the prime rib and scalloped potatoes were.  had to use excessive horseradish to counteract.  even the end of the meal was disappointing.  carror cake was moist, but  layer chocolate cake was like eating sand.  do not think i have ever tasted a drier desert.  all this for over .  money not well spent.",1122,2.0,Prime Rib*,10/28/18
32,"if you are in the neighborhood during the day you might want to try their lunch specials.  i'm there every monday for teriyaki london broil.  it is exquisite, tuesday's special is roast pork, wednesday's is meat loaf, thursday's is beef stroganoff and friday's is prime rib . if you can wait until one it would be better.",1122,5.0,Prime Rib*,9/12/18
33,"incredibly expensive, and worth it. the steak & prime rib melts in your mouth. the potatoes were divine. the service was excellent always there when you needed them. we got the cheap cheap being a relative word here standard steaks. next time i might try the expensive ones to see what those taste like.",1122,5.0,Prime Rib*,8/29/18
34,"my absolute favorite steakhouse in seattle  they have both turf and surf, but if you are going to the met, start with one of their fabulous appetizers such as the teriyaki bites oh, and come with an empty stomach, an appetizer can easily feed two or three people.  then move on to the entree - i love their filet mignon and prime rib .  they serve their meals with a baked potato the size of an appetizer plate and will load it up depending up on your liking right at the table  the meat melts in your mouth and the fat content is just right.  enough to make if flavorful, but still lean  the creme brulee for desert is also divine  my daughter loves the  layer chocolate cake also, but i do not know how she eats it all its huge. another plus is that usually once a year, some of the seahawks come and play waiter for the night. throughout the years we have attended, we met doug baldwin, cliff avril, big red bryant, kj wright and many more they take pictures with the guests and doug even sat and chatted with us  it was an excellent way to get to know the players and have a fantastic meal",1122,5.0,Prime Rib*,8/4/18
