review_id,user_name,business_id,stars,date,sentence
2,Alison W.,1118,4,10/11/18,i also tried some my bf's paper masala dosa
2,Alison W.,1118,4,10/11/18,the dosa itself is huge and crepelike and i like the spicy chutney and the dipping sauce
2,Alison W.,1118,4,10/11/18,"i think i also got to try the bhatura, which is like the puffed crepe or flat bread"
2,Alison W.,1118,4,10/11/18,"i think i liked it more than the paper dos, bc it had a bit more of a sweet flavor"
2,Alison W.,1118,4,10/11/18,everything i had was really good and thanks to our friends for showing this type of cuisine
2,Alison W.,1118,4,10/11/18,i will definitely need to search out more southern indian cuisines
2,Alison W.,1118,4,10/11/18,
3,Avantika A.,1118,5,10/8/18,"loved the chilli uttapam ! as someone who hails from south india, i can say that this place is legit"
4,Ramya R.,1118,3,9/27/18,"this restaurant has a beautiful ambience but the food is just above average,nothing really extraordinarybeing a south indian i can cook the same food"
4,Ramya R.,1118,3,9/27/18,the dishes are quite expensive and portion size is less for the price
4,Ramya R.,1118,3,9/27/18,"we had masala chai,chille masala dosa,five moon uttapam and idly fry,which was all included"
4,Ramya R.,1118,3,9/27/18,service was quick and servers were friendly
4,Ramya R.,1118,3,9/27/18,
5,N N.,1118,3,9/25/18,tried this place for lunch last weekend
5,N N.,1118,3,9/25/18,"had heard so much about this place, so finally decided to give it a try"
5,N N.,1118,3,9/25/18,"this place has great ambience, but sadly, the food did not live up to the hype"
5,N N.,1118,3,9/25/18,"being a south indian myself, i was really excited about this place"
5,N N.,1118,3,9/25/18,"we ordered the pani puri shots for appetizers, and we got puris with pani served in shot glasses"
5,N N.,1118,3,9/25/18,"the puri tasted fresh and crispy, however we felt it was over priced for just puri's"
5,N N.,1118,3,9/25/18,it is also quite rare that you find only puri's per serving of pani puri
5,N N.,1118,3,9/25/18,"for the main course, i ordered a chicken thalli and my husband ordered the rava dosa"
5,N N.,1118,3,9/25/18,the rava dosa was good
5,N N.,1118,3,9/25/18,"it was with good serving of sambar, which i was happy with, although nothing extraordinary"
5,N N.,1118,3,9/25/18,"the chicken thalli came with small servings of salads , chk fry, chk curry, channa, sambar, rasam, raita, curd, uttapam , lemon rice and white rice"
5,N N.,1118,3,9/25/18,all of which were average
5,N N.,1118,3,9/25/18,"nothing bad, but would not really go back"
5,N N.,1118,3,9/25/18,we live in san jose and there are numerous options for great south indian food for th the price
5,N N.,1118,3,9/25/18,"so if you are one of them, do not waste your time"
5,N N.,1118,3,9/25/18,
6,Sujit D.,1118,4,8/13/18,"although the name of the restaurant suggests focus on south indian cuisine, this classy joint serves variety of fusion snacks and meals east meets west"
6,Sujit D.,1118,4,8/13/18,"we enjoyed kerala chicken, south indian moons baby uttapams , dahi wada, south indian monsoon a non alchoholic cocktail drink, mango lassi and masala dosa all very good"
6,Sujit D.,1118,4,8/13/18,staff are very friendly
6,Sujit D.,1118,4,8/13/18,service is fast for standard items masala dosa but makes you wait for nonstandard ones e
6,Sujit D.,1118,4,8/13/18,g
6,Sujit D.,1118,4,8/13/18,south indian moons
6,Sujit D.,1118,4,8/13/18,on a saturday afternoon there was no wait time to be seated for lunch
6,Sujit D.,1118,4,8/13/18,"although, when visiting this place for dinner we did experience minutes wait times on weekends"
6,Sujit D.,1118,4,8/13/18,the ambience is nice spacious airy and colorful
6,Sujit D.,1118,4,8/13/18,the tables are placed too close to each other for comfort
6,Sujit D.,1118,4,8/13/18,overall a nice place
6,Sujit D.,1118,4,8/13/18,
7,Andrew S.,1118,4,8/4/18,this is the iconic south indian restaurant in san francisco
7,Andrew S.,1118,4,8/4/18,a group of us had a fantastic dinner experience here one saturday night
7,Andrew S.,1118,4,8/4/18,"we shared a bunch of plates lamb dosa, rava masala, uttapams , chicken curry, goat belly and tapioca kheer"
7,Andrew S.,1118,4,8/4/18,everyone had a nice cup of chai with dinner as well
7,Andrew S.,1118,4,8/4/18,the goat belly honey and pepper roasted was definitely the best part of the meal
7,Andrew S.,1118,4,8/4/18,it was a real treat and we got the last order that night
7,Andrew S.,1118,4,8/4/18,other items were also quite good i would reorder that chicken curry and lamb dosa any day
7,Andrew S.,1118,4,8/4/18,the ambiance inside the restaurant is nice
7,Andrew S.,1118,4,8/4/18,i particularly liked the high ceilings and the abundance of natural light
7,Andrew S.,1118,4,8/4/18,service was really good and the food came out really fast
7,Andrew S.,1118,4,8/4/18,"relatively inexpensive for a fine dining experience including tax and tip, this was about per person"
7,Andrew S.,1118,4,8/4/18,highly recommend this place for those looking for an indian feast
7,Andrew S.,1118,4,8/4/18,definitely more fun with a group
7,Andrew S.,1118,4,8/4/18,
8,Mithun D.,1118,5,7/27/18,i took my wife on a surprise date
8,Mithun D.,1118,5,7/27/18,glad i did
8,Mithun D.,1118,5,7/27/18,we had lamb shack along with uttapam
8,Mithun D.,1118,5,7/27/18,lamb shack was delicious
8,Mithun D.,1118,5,7/27/18,uttapam and different variety of chutnies all were mouth watering
8,Mithun D.,1118,5,7/27/18,"we also had pomegranate juice and mixed fruit drink with ginger, mango, pomegranate"
8,Mithun D.,1118,5,7/27/18,we had mini laddu desert
8,Mithun D.,1118,5,7/27/18,all orders were delicious
8,Mithun D.,1118,5,7/27/18,please make prior reservations which i did
8,Mithun D.,1118,5,7/27/18,the place is pretty packed
8,Mithun D.,1118,5,7/27/18,
9,Zachary F.,1118,5,7/9/18,"great food, awesome ambience, reasonable pricing, we had the uttapam moons as a starter the homemade fruit fruit shrubs were amazing"
9,Zachary F.,1118,5,7/9/18,this is an absolute favorite to share with friends
9,Zachary F.,1118,5,7/9/18,
10,garbanzo b.,1118,4,6/11/18,"good food, great ambience, reasonable pricing we had the uttapam moons as a starter to get our appetite wet for the true star of the show the masala dosa!"
11,Chintan D.,1118,4,5/29/18,very nice place and ambience for an indian restaurant
11,Chintan D.,1118,4,5/29/18,the dosas and uttapam were amazing
11,Chintan D.,1118,4,5/29/18,vada pav was best in bay area
11,Chintan D.,1118,4,5/29/18,
12,Cat T.,1118,3,5/19/18,overhyped type of place
12,Cat T.,1118,3,5/19/18,coming to visit sf to see friends in town
12,Cat T.,1118,3,5/19/18,two friends that live their mentioned dosa to me
12,Cat T.,1118,3,5/19/18,the food did not have very distinct flavors
12,Cat T.,1118,3,5/19/18,"i felt like the dosa, uttampams and the curry all generally taste the same"
12,Cat T.,1118,3,5/19/18,"we order the paneer & peas dosa, roasted chile & garlic dosa, brokaw avocado chaat, philipkutty chicken curry, and the south indian moons different uttapams"
12,Cat T.,1118,3,5/19/18,"out of everything, i would say the curry was maybe the best thing but that was pretty typical but at least the chicken was tender"
12,Cat T.,1118,3,5/19/18,the overall restaurant is very nice and fancy but food was subpar
12,Cat T.,1118,3,5/19/18,recommend to try just once
12,Cat T.,1118,3,5/19/18,best to get reservation on weekend nights
12,Cat T.,1118,3,5/19/18,
13,Dhaval M.,1118,5,5/16/18,awesome place with superb ambience! it provides a fine dine experience and suitable for dinner dates and celebrations
13,Dhaval M.,1118,5,5/16/18,the food presentation is great
13,Dhaval M.,1118,5,5/16/18,they have customized lot of indian dishes in a unique way to present it well but keeping the authenticity of the taste
13,Dhaval M.,1118,5,5/16/18,i've tried few dishes and all of them from dosas to uttapam turned out great
13,Dhaval M.,1118,5,5/16/18,of course it is a bit expensive but that is what you pay for such an ambience in sf
13,Dhaval M.,1118,5,5/16/18,the servers are very kind
13,Dhaval M.,1118,5,5/16/18,not recommended to walkin without reservation
13,Dhaval M.,1118,5,5/16/18,
14,Abhishek C.,1118,1,5/14/18,visited the dosa with family as it came with a glowing recommendation and a rating on yelp
14,Abhishek C.,1118,1,5/14/18,"but boy, were we in for a rude shock! landing at the place with a prior reservation, we were welcomed by a big heavy door and a sizeable eating joint designed at two levels"
14,Abhishek C.,1118,1,5/14/18,little did i realise that it was the only big thing that we were going to be experiencing in the restaurant that night besides the final cheque of course which was already expected we immediately realised after talking to the hostess that they had forgotten to reserve a table for us yelp
14,Abhishek C.,1118,1,5/14/18,"they tried to turn it around with a tiny corner table on the upper level which could have seated kids maybe! after a few minutes of contemplation, maybe the staff realised we were definitely not going to sit in each other's laps and the guests on the adjacent table sportingly moved to make more space for us"
14,Abhishek C.,1118,1,5/14/18,"the real horror started then with our server for the day, brittany c"
14,Abhishek C.,1118,1,5/14/18,"now when a restaurant decides to charge you a % service markup automatically just because you are group of or more, the least that you expect is a decent service! but brittany came in with a tiny heart and grumpy attitude and seemed more in a mood as if we were there to eat for free! after a very offending introduction to a set menu or the preferable ala carte menu , we placed our orders without any recommendations being offered by her despite telling that it was our first visit"
14,Abhishek C.,1118,1,5/14/18,"we ordered the rava dosa, egg dosa, chile uttapam and goat biryani along with a rasam the complimentary pappadums never came out even though the meal came pretty quickly"
14,Abhishek C.,1118,1,5/14/18,we had to explicitly ask for them before they turned up
14,Abhishek C.,1118,1,5/14/18,now the dosa and uttapam were served with a moderate sized bowl of sambhar and tiny portions of chutneys
14,Abhishek C.,1118,1,5/14/18,"anyway knowing anything about south indian food may please enlighten me how to eat a dosa with a few spoons of sambhar and a teas oonful of chutney the food was served very rudely and when we asked if we could get more chutney, we got a condescending answer of it will cost you"
14,Abhishek C.,1118,1,5/14/18,"when we have our consent another server brought it out and it was shockingly just another teaspoonful! we asked the new server if this is what we get in , he got confused and said he will be right back after checking but it never happened! now in this entire episode the food is not anything great to write about"
14,Abhishek C.,1118,1,5/14/18,it is not bad but it is definitely not worth a for someone who knows how south indian tastes like
14,Abhishek C.,1118,1,5/14/18,"the goat biryani is definitely not a recommendation at all!! coming back to the service, we never got any water refills and noone checked on how we were liking the food"
14,Abhishek C.,1118,1,5/14/18,at the end of it we left most of the goat biryani but brittany just brought out the cheque and did not even care to ask why the biryani was left over
14,Abhishek C.,1118,1,5/14/18,"for the biryani we asked for a take away box thought we could give it to someone needy but brittany just brought the box and placed it rudely in front of us without a word or smile after all this, we decided that the service did not deserve a % charge and we called in the manager who came in with a fake smile and concern"
14,Abhishek C.,1118,1,5/14/18,the manager heard our entire ordeal and said she will fix the bill and offered free desserts
14,Abhishek C.,1118,1,5/14/18,we told her very clearly we did not want free stuff but also did not want to pay for a service we did not get and just wanted the charge removed
14,Abhishek C.,1118,1,5/14/18,but she insisted that as it was mother's day she would want us to have desserts so we agreed
14,Abhishek C.,1118,1,5/14/18,"and then she crumpled the old bill right in front of us, do not know if that was really required to be done! in comes brittany with the dessert oh the horror!!"
14,Abhishek C.,1118,1,5/14/18,"she placed one dessert in front of us rudely she could have dropped it on our head if she could have had her way and made a statement you talked to my manager, your bill will come in soon and just walked away"
14,Abhishek C.,1118,1,5/14/18,and then she comes back with another one and leaves with a statement hope the free desserts make up for your concerns
14,Abhishek C.,1118,1,5/14/18,hello why the hell do people think that customers complain to get free stuff oh and she did come in again to offer chai or coffee which she said was on her
14,Abhishek C.,1118,1,5/14/18,"well dear brittany, after the experience i would not even had water if it was on you coming from india, i always thought america offers a different standard of service to customers"
14,Abhishek C.,1118,1,5/14/18,"but dear dosa management, believe me i realise now that tiny hearts and money minded businesses are incapable of offering anything more than a product"
14,Abhishek C.,1118,1,5/14/18,"please keep your free stuff to yourself, if you can offer anything do offer some warmth in your cold little place! to mr anjan thanks for your revert but it just reaffirms your attitude towards the whole incident! we are not looking for your free stuff so please keep the offer to yourself"
14,Abhishek C.,1118,1,5/14/18,would have been happier to see your revert say we would offer impeccable and warm service!
15,Clare L.,1118,3,5/5/18,my boyfriend and i think this place was alright
15,Clare L.,1118,3,5/5/18,it is more like an indian fusion restaurant than an authentic southern indian place
15,Clare L.,1118,3,5/5/18,"if we ever crave for dosa again, we probably will go somewhere else"
15,Clare L.,1118,3,5/5/18,"on the day of our visit, the majority of the dishes offered on the menu were vegetarian"
15,Clare L.,1118,3,5/5/18,"though the restaurant was not full, we waited for a long time before the staff came to take our order"
15,Clare L.,1118,3,5/5/18,"for the dosa, we ordered the classic masala dosa"
15,Clare L.,1118,3,5/5/18,there were three complementary sauces and they were all pretty decent
15,Clare L.,1118,3,5/5/18,they were more on the sour side
15,Clare L.,1118,3,5/5/18,the dosa came really fast and the crepe itself was thin and crisp
15,Clare L.,1118,3,5/5/18,pretty good
15,Clare L.,1118,3,5/5/18,we also ordered mixed mushroom uttapam
15,Clare L.,1118,3,5/5/18,this dish was really meh
15,Clare L.,1118,3,5/5/18,it felt like a simple pizza on an indian dough
15,Clare L.,1118,3,5/5/18,uttapam was kinda sour and there was quite a lot of cheese on the dish
15,Clare L.,1118,3,5/5/18,the complementary sauces were the same as the dosa's
15,Clare L.,1118,3,5/5/18,the dish was fairly bland and also soggy
15,Clare L.,1118,3,5/5/18,we could not manage to finish this
15,Clare L.,1118,3,5/5/18,our last dish was the goat dum biryani
15,Clare L.,1118,3,5/5/18,this was probably our favorite dish out of the three we ordered
15,Clare L.,1118,3,5/5/18,the goat biryani was sitting inside a naanbread like bowl and there was a yogurtlike complementary sauce
15,Clare L.,1118,3,5/5/18,the biryani was well flavored and decently spicy
15,Clare L.,1118,3,5/5/18,"we really loved the goat super juicy, soft and wellseasoned"
15,Clare L.,1118,3,5/5/18,"it is a decent indian restaurant but with how much it is charging you, i probably will not revisit again"
15,Clare L.,1118,3,5/5/18,
16,Shireen K.,1118,3,4/24/18,the masala dosa was tasty however there was a very small portion of the actual potatoes in the center
16,Shireen K.,1118,3,4/24/18,"we also ordered the chefs choice uttapam which did not give us a bang for our buck, the five pieces were tiny and basically served as one biters almost"
16,Shireen K.,1118,3,4/24/18,if i had to reorder i would go with a regular uttapam rather than a traditional dosa or the chefs choice
16,Shireen K.,1118,3,4/24/18,the raita we ordered on the side was as expected but again the portion was rd the serving bowl
16,Shireen K.,1118,3,4/24/18,in summary the food was average good but the portions were very small giving the impression of corners being cut
16,Shireen K.,1118,3,4/24/18,
17,Tiffany H.,1118,4,3/14/18,"yums! i really enjoyed the masala dosa dish i ordered, but i think the food here is quite pricey"
17,Tiffany H.,1118,4,3/14/18,"i've been told by my brown companion that dosa is overpriced and overhyped and to not go here , but i still had to give it a try"
17,Tiffany H.,1118,4,3/14/18,"the potato was quite creamy, and the dosa was light and crispy"
17,Tiffany H.,1118,4,3/14/18,"i liked the sauces to dip the dosa in it was not super spicy for me, but it can be, especially if you are not used to the heat"
17,Tiffany H.,1118,4,3/14/18,the sambar lentil and vegetable dipping soup was good as well
17,Tiffany H.,1118,4,3/14/18,"i tried a bite of my friend's uttapam south indian moons featuring different types of uttapam , and while it was good, it was not utterly amazing"
17,Tiffany H.,1118,4,3/14/18,"the service here is very friendly, as one would expect for a restaurant of this quality"
17,Tiffany H.,1118,4,3/14/18,"the meal overall was not too heavy, and i liked the fact that i felt pretty light and clean afterwards"
17,Tiffany H.,1118,4,3/14/18,
18,Adrienne K.,1118,5,3/2/18,really good indian food in the fillmore
18,Adrienne K.,1118,5,3/2/18,"this is southern indian cuisine, so not what we are used to in the states no tandoor, no naan"
18,Adrienne K.,1118,5,3/2/18,"with that being said, the breads are absolutely delicious, as are the various toppings, fillings, and curries"
18,Adrienne K.,1118,5,3/2/18,would highly recommend the butternut squash and paneer uttapam and the vegan curry that comes with the poori
18,Adrienne K.,1118,5,3/2/18,service was efficient and friendly
18,Adrienne K.,1118,5,3/2/18,"cocktails looked interesting, but i did not partake"
18,Adrienne K.,1118,5,3/2/18,
19,Angela C.,1118,4,3/1/18,"when you mention that you are going to dosa and someone asks you to order takeout for lunch the next day, you know you are going somewhere good"
19,Angela C.,1118,4,3/1/18,"that was the prehype i experienced about dosa, when me and my friend announced our intent to grab a late night dinner there"
19,Angela C.,1118,4,3/1/18,was the guy who said that right about just how good the food was eh
19,Angela C.,1118,4,3/1/18,"it was good, but not something i would look forward to eating day old like him"
19,Angela C.,1118,4,3/1/18,we snuck into the restaurant right before closing
19,Angela C.,1118,4,3/1/18,"still, our waiter was very courteous even though we stayed past official hours"
19,Angela C.,1118,4,3/1/18,"the decor of the restaurant is classy and is definitely a hip, upscale place"
19,Angela C.,1118,4,3/1/18,"for food, i opted to try the south indian moons the chef's selection of five different uttapams"
19,Angela C.,1118,4,3/1/18,"i really appreciate when a restaurant has the option to sample different dishes! they were all pretty good, but i think my main issue was that i could not tell them apart"
19,Angela C.,1118,4,3/1/18,"maybe i should have gotten a dosa after all, that is the name of the restaurant"
19,Angela C.,1118,4,3/1/18,i think for the price and experience i'm willing to come back and try it again
19,Angela C.,1118,4,3/1/18,"the service and ambiance impressive, i hope next time to find a dish i fall in love with"
19,Angela C.,1118,4,3/1/18,
20,Ro C.,1118,4,2/19/18,been here a few times
20,Ro C.,1118,4,2/19/18,dosa always good
20,Ro C.,1118,4,2/19/18,coconut chutney could be better but the other accompaniments are good
20,Ro C.,1118,4,2/19/18,"spicy uttapam good, no joke on the spice, highest tolerance needed"
20,Ro C.,1118,4,2/19/18,spicy avocado chaat meh
20,Ro C.,1118,4,2/19/18,"it is basically just avocado in some watery spice mixture, with an odd mix of grapefruit pieces on top and very minimal crispy shavings"
20,Ro C.,1118,4,2/19/18,nothing like a traditional chaat if that is what you are thinking
20,Ro C.,1118,4,2/19/18,"vada pav good, some zest"
20,Ro C.,1118,4,2/19/18,mint lemonade good
20,Ro C.,1118,4,2/19/18,ambiance good
20,Ro C.,1118,4,2/19/18,"seem to usually be busy even at notbusy hours, or at least they say they cannot open a table at even though you can see empty tables"
20,Ro C.,1118,4,2/19/18,
21,David Y.,1118,4,3/5/18,most of the dishes we ordered at dosa were quite good
21,David Y.,1118,4,3/5/18,"really enjoyed the dosa and the idly fries, which were full of so many diverse flavors"
21,David Y.,1118,4,3/5/18,the paper dosa was awesome i
21,David Y.,1118,4,3/5/18,e
21,David Y.,1118,4,3/5/18,"literally, aweinducing due to the portion size"
21,David Y.,1118,4,3/5/18,"as soon as it was served, i realized we had ordered simply too much food"
21,David Y.,1118,4,3/5/18,the paper dosa could probably feed a party of four comfortably
21,David Y.,1118,4,3/5/18,"after the dosa, our entrees came the prawn masala and duck"
21,David Y.,1118,4,3/5/18,i was not a big fan of the duck dish but the prawn masala was explosive in flavors
21,David Y.,1118,4,3/5/18,"great location with a beautiful interior, would definitely come back to try out some of the other items on the menu!"
22,Sebastian F.,1118,4,2/26/18,"i live in the neighborhood for a few years now and cannot believe i have not been to dosa! upscale indian food in a super vibrant setting rezzies highly recommended, and be prepared to pay more than the usual sf prices for your food"
22,Sebastian F.,1118,4,2/26/18,"what you get in return however is amazing great presentation, fast and friendly service, and boozy drinks from the bar"
22,Sebastian F.,1118,4,2/26/18,"i was impressed with the lamb kema dosa a rice and lentil crepe with spiced minced lamb , less impressed with the chutney sampler"
22,Sebastian F.,1118,4,2/26/18,", pretty small , but then again impressed with the prawn masala"
22,Sebastian F.,1118,4,2/26/18,"love the atmosphere and the food, and the prices"
22,Sebastian F.,1118,4,2/26/18,oh well
22,Sebastian F.,1118,4,2/26/18,
23,Jennifer M.,1118,4,2/8/18,pricey for elevated indian food but really good
23,Jennifer M.,1118,4,2/8/18,i'm coming back again for sure
23,Jennifer M.,1118,4,2/8/18,for a teeny bit of brussel sprouts tastes good but not worth getting that
23,Jennifer M.,1118,4,2/8/18,avoid though they recommend
23,Jennifer M.,1118,4,2/8/18,paper dosa yuuuuuuuuuge
23,Jennifer M.,1118,4,2/8/18,very good
23,Jennifer M.,1118,4,2/8/18,liked the masala dosa dipped in a mix of the warm sambar sauce with the spicy tomato chutney
23,Jennifer M.,1118,4,2/8/18,did not like the spicy green coconut chutney
23,Jennifer M.,1118,4,2/8/18,prawn masala grilled over a bed of firm coconut rice surrounded by coconut tomato curry
23,Jennifer M.,1118,4,2/8/18,had a nice bit of spiciness
23,Jennifer M.,1118,4,2/8/18,i do not like coconut curries but i loved this
23,Jennifer M.,1118,4,2/8/18,came with largeish deshelled but tailon shrimp
23,Jennifer M.,1118,4,2/8/18,cocktails interesting flavors and tasty but very light on alcohol for being +
24,Kim B.,1118,1,12/18/17,"honestly, this used to be my absolute favorite restaurant for years in san francisco"
24,Kim B.,1118,1,12/18/17,"i moved away to co about two years ago, and came back recently to dine there, and it was the worst indian food i've ever had"
24,Kim B.,1118,1,12/18/17,"i asked the waitress why everything was so different, and she said they recently had some menu changes"
24,Kim B.,1118,1,12/18/17,i could not be more depressed about this
24,Kim B.,1118,1,12/18/17,"i ordered the idli fries as an appetizer, which were unimpressive and the prawn masala as my entree"
24,Kim B.,1118,1,12/18/17,"the curry to the prawn masala tasted like watery tomato soup with some spices, and was not even the consistency of normal curry"
24,Kim B.,1118,1,12/18/17,"my mom ordered a chicken curry, which also had a watery consistency, and no flavor"
24,Kim B.,1118,1,12/18/17,"this is one of the pricier indian restaurants, and i had always felt it was worth it perviously, but if you are thinking of going there now, i would advise you to save your money"
24,Kim B.,1118,1,12/18/17,
25,Dan W.,1118,4,12/11/17,dosa delivers big flavors and great textures
25,Dan W.,1118,4,12/11/17,the dosa itself is worth coming back for
25,Dan W.,1118,4,12/11/17,"highlights dosa masala prawn masala kerala fried chicken also tried the dahi vada while good and creamy, there was so much lemon juice it was borderline offensive"
25,Dan W.,1118,4,12/11/17,
26,A K.,1118,5,11/12/17,"worth the hype and the money! excellent service, and very good selection in the menu"
26,A K.,1118,5,11/12/17,cannot go wrong with anything
26,A K.,1118,5,11/12/17,"do try the lamb keema dosa, the fried chicken and the prawn masala"
26,A K.,1118,5,11/12/17,"parking may be a hassle, but hey this is sf!"
27,Aaron B.,1118,5,8/17/17,dosa on fillmore is pretty rad
27,Aaron B.,1118,5,8/17/17,the space is huge which is always a treat in sf
27,Aaron B.,1118,5,8/17/17,we made a reservation on yelp and waited at the bar while they got our table ready
27,Aaron B.,1118,5,8/17/17,they have a really great cocktail selection and looks like they regularly rotate out new drinks
27,Aaron B.,1118,5,8/17/17,i forget what i had but it was spicy and unique
27,Aaron B.,1118,5,8/17/17,my first thought was what is a dosa they are basically giant indian tacos but a little more sophisticated
27,Aaron B.,1118,5,8/17/17,"first off, they are huge"
27,Aaron B.,1118,5,8/17/17,they are veggies and meat wrapped in delicious bread
27,Aaron B.,1118,5,8/17/17,we got one or two as an app and it was great
27,Aaron B.,1118,5,8/17/17,we got some other apps as well but the must have one is the giant puffy bread
27,Aaron B.,1118,5,8/17/17,it is literally fried dough the size of a basketball and filled with air
27,Aaron B.,1118,5,8/17/17,it tasted great and was fun to eat
27,Aaron B.,1118,5,8/17/17,for the main dish i got the prawn masala
27,Aaron B.,1118,5,8/17/17,i love all things coconut milk and seafood
27,Aaron B.,1118,5,8/17/17,it was exactly what i wanted
27,Aaron B.,1118,5,8/17/17,you do not get a ton of food here like most indian place
27,Aaron B.,1118,5,8/17/17,for it was perfect for one person but i did not have any leftovers
27,Aaron B.,1118,5,8/17/17,this was my first upscale indian experience and i loved it
27,Aaron B.,1118,5,8/17/17,
28,Chloe M.,1118,4,2/28/17,"another great neighborhood goto! i have never made a reservation at dosa, but am thinking we should start"
28,Chloe M.,1118,4,2/28/17,"every time we have gone, we have gone at prime dinner time pm pm and have seen a long wait"
28,Chloe M.,1118,4,2/28/17,"every time, we have miraculously found a spot at the bar or been seated at a table in record time"
28,Chloe M.,1118,4,2/28/17,"lucky, i guess! i am not a huge fan of eating at the bar here, as it is busy and noisy"
28,Chloe M.,1118,4,2/28/17,"i'm paying the same for the meal, i would prefer the full experience"
28,Chloe M.,1118,4,2/28/17,sitting at a table is lovely and service at both table and bar is top notch
28,Chloe M.,1118,4,2/28/17,"now for the food boyfriend always gets a dosa and loves them! i've been a fan of dosas, but for whatever reason i do not dig dosa's dosas"
28,Chloe M.,1118,4,2/28/17,so i've experimented
28,Chloe M.,1118,4,2/28/17,"one time, i got a mango salad with some sea tuber that was inedible it was so salty"
28,Chloe M.,1118,4,2/28/17,"another time, i got scallops eh"
28,Chloe M.,1118,4,2/28/17,"once, i just ordered bread"
28,Chloe M.,1118,4,2/28/17,"last time, i got the prawn masala which was great"
28,Chloe M.,1118,4,2/28/17,i finally found my dish
28,Chloe M.,1118,4,2/28/17,one thing never changes i always order the bhatura
28,Chloe M.,1118,4,2/28/17,oh
28,Chloe M.,1118,4,2/28/17,my
28,Chloe M.,1118,4,2/28/17,sweet
28,Chloe M.,1118,4,2/28/17,jesus
28,Chloe M.,1118,4,2/28/17,i love this bread so much
28,Chloe M.,1118,4,2/28/17,"when it comes out, it is a huge puff the size of your head"
28,Chloe M.,1118,4,2/28/17,everyone stares
28,Chloe M.,1118,4,2/28/17,worth it
28,Chloe M.,1118,4,2/28/17,it is like low key fried dough
28,Chloe M.,1118,4,2/28/17,i could eat that bread every day and do every time we go to dosa
28,Chloe M.,1118,4,2/28/17,huge highlight even when my main dish is not to die for
28,Chloe M.,1118,4,2/28/17,"overall, love this place"
28,Chloe M.,1118,4,2/28/17,"great upscale ambiance, great place to bring visitors"
28,Chloe M.,1118,4,2/28/17,"again, would recommend a reservation"
28,Chloe M.,1118,4,2/28/17,"also, without fail, we are always surprised by the bill"
28,Chloe M.,1118,4,2/28/17,"both food and drink are a little spendy for weeknight indian, but we keep coming back!"
